sort order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,LEVEL,TRANSECT,DEPTH_M,DEPTH_FT,VIS_M,SURGE,HEADING,TEMP_C,TEMP_F,SPECIES,SEGMENT,QUANTITY,SIZE (MIN),SIZE (MAX),Cntrl+a,Notes
88,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,2,,28,3.0,M,NE,,,EMLA,ALL,5,25,25,,
89,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,2,,28,3.0,M,NE,,,HEDE,ALL,1,12,12,,
90,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,2,,28,3.0,M,NE,,,HEDE,ALL,1,30,30,,
91,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,2,,28,3.0,M,NE,,,HEDE,ALL,1,50,50,,
92,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,2,,28,3.0,M,NE,,,HEDE,ALL,1,55,55,,
93,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,3,,26,3.0,M,NE,,,SEBYT,ALL,2,5,8,,
94,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,3,,26,3.0,M,NE,,,SEME,ALL,1,7,7,,
95,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,3,,26,3.0,M,NE,,,OPEL,ALL,1,80,80,,
96,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,SEBYT,ALL,29,6,6,,
97,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,SEME,ALL,1,25,25,,
98,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,SEME,ALL,3,30,30,,
99,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,SEME,ALL,4,35,35,,
100,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,RHVA,ALL,1,20,20,,
101,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,RHVA,ALL,1,25,25,,
102,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,EMLA,ALL,2,8,8,,
103,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,EMLA,ALL,1,15,15,,
104,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,EMLA,ALL,1,25,25,,
105,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,OPEL,ALL,1,45,45,,
106,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,HEDE,ALL,1,14,14,,
107,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,HEDE,ALL,1,45,45,,
108,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,4,,27,3.0,M,NE,,,HEDE,ALL,1,60,60,,
109,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,5,,27,3.0,M,NE,,,SEBYT,ALL,5,6,8,,
110,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,5,,27,3.0,M,NE,,,SEME,ALL,1,25,25,,
111,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,5,,27,3.0,M,NE,,,SEME,ALL,1,35,35,,
112,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,5,,27,3.0,M,NE,,,SEME,ALL,3,30,30,,
113,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,5,,27,3.0,M,NE,,,SEPI,ALL,1,10,10,,
114,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,5,,27,3.0,M,NE,,,EMLA,ALL,3,8,8,,
115,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,5,,27,3.0,M,NE,,,EMLA,ALL,2,15,15,,
116,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,5,,27,3.0,M,NE,,,EMLA,ALL,3,20,20,,
117,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,5,,27,3.0,M,NE,,,HEDE,ALL,1,35,35,,
118,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,5,,27,3.0,M,NE,,,HEDE,ALL,1,60,60,,
119,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,6,,25,3.0,M,NE,,,SEME,ALL,3,25,25,,
120,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,6,,25,3.0,M,NE,,,SEME,ALL,7,30,30,,
121,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,6,,25,3.0,M,NE,,,SEME,ALL,4,35,35,,
122,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,6,,25,3.0,M,NE,,,EMLA,ALL,3,10,10,,
123,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,6,,25,3.0,M,NE,,,EMLA,ALL,1,15,15,,
124,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,6,,25,3.0,M,NE,,,EMLA,ALL,4,25,25,,
125,2016,8,10,Cape Alava,Greg Williams,Chris Harvey,1,10,BOT,6,,25,3.0,M,NE,,,HEDE,ALL,1,30,30,,
126,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,1,,15,3.0,L,240,,,SEME,ALL,52,6,6,,
127,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,1,,15,3.0,L,240,,,SEFL,ALL,170,7,7,,
128,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,1,,15,3.0,L,240,,,SEMY,ALL,4,8,8,,
129,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,15,3.0,M,240,,,SEME,ALL,1,22,22,,
130,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,15,3.0,M,240,,,EMLA,ALL,1,22,22,,
131,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,15,3.0,M,240,,,HEDE,ALL,2,32,32,,
132,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,15,3.0,M,240,,,HEDE,ALL,1,16,16,,
133,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,15,3.0,M,240,,,HEDE,ALL,1,37,37,,
>>>>>>> master
134,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,3,,17,3.7,M,240,,,SEME,ALL,10,6,6,,
135,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,3,,17,3.7,M,240,,,SEFL,ALL,70,7,7,,
136,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,3,,17,3.7,M,240,,,EMLA,ALL,1,16,16,,
137,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,3.7,M,240,,,SEME,ALL,16,6,6,,
138,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,3.7,M,240,,,SEME,ALL,1,24,24,,
139,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,3.7,M,240,,,SEME,ALL,1,27,27,,
140,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,3.7,M,240,,,SEFL,ALL,22,7,7,,
141,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,3.7,M,240,,,EMLA,ALL,1,15,15,,
142,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,3.7,M,240,,,SCMA,ALL,1,38,38,,
143,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,3.7,M,240,,,RYOY,ALL,1,5,5,,
144,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,3.7,M,240,,,HEDE,ALL,1,23,23,,
145,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,3.7,M,240,,,HEDE,ALL,1,35,35,,
<<<<<<< HEAD
146,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5,M,NW,,,SEBYT,ALL,145,6,8,,
147,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5,M,NW,,,SEME,ALL,8,30,30,,
148,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5,M,NW,,,SEME,ALL,3,25,25,,
149,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5,M,NW,,,SEME,ALL,7,35,35,,
150,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5,M,NW,,,HEDE,ALL,2,35,35,,
151,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5,M,NW,,,HEDE,ALL,1,40,40,,
152,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5,M,NW,,,SEBYT,ALL,85,6,8,,
153,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5,M,NW,,,SEME,ALL,1,25,25,,
154,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5,M,NW,,,SEME,ALL,3,30,30,,
155,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5,M,NW,,,SEME,ALL,1,35,35,,
156,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5,M,NW,,,EMLA,ALL,3,20,20,,
157,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5,M,NW,,,EMLA,ALL,2,25,25,,
158,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5,M,NW,,,HEDE,ALL,1,40,40,,
159,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5,M,NW,,,HEDE,ALL,1,45,45,,
160,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,3,,28,5,M,NW,,,SEBYT,ALL,66,6,8,,
161,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,3,,28,5,M,NW,,,OPEL,ALL,1,55,55,,
162,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,3,,28,5,M,NW,,,HEDE,ALL,1,45,45,,
163,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5,M,NW,,,SEBYT,ALL,53,6,8,,
164,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5,M,NW,,,SEMY,ALL,1,8,8,,
165,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5,M,NW,,,HEDE,ALL,1,10,10,,
166,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5,M,NW,,,HEDE,ALL,1,40,40,,
167,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5,M,NW,,,HEDE,ALL,1,20,20,,
168,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5,M,NW,,,HEDE,ALL,1,45,45,,
169,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5,M,NW,,,HEDE,ALL,1,25,25,,
170,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5,M,NW,,,HEDE,ALL,1,50,50,,
=======
146,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5.0,M,NW,,,SEBYT,ALL,145,6,8,,
147,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5.0,M,NW,,,SEME,ALL,8,30,30,,
148,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5.0,M,NW,,,SEME,ALL,3,25,25,,
149,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5.0,M,NW,,,SEME,ALL,7,35,35,,
150,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5.0,M,NW,,,HEDE,ALL,2,35,35,,
151,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5.0,M,NW,,,HEDE,ALL,1,40,40,,
152,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,SEBYT,ALL,85,6,8,,
153,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,SEME,ALL,1,25,25,,
154,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,SEME,ALL,3,30,30,,
155,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,SEME,ALL,1,35,35,,
156,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,EMLA,ALL,3,20,20,,
157,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,EMLA,ALL,2,25,25,,
158,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,HEDE,ALL,1,40,40,,
159,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,HEDE,ALL,1,45,45,,
160,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,3,,28,5.0,M,NW,,,SEBYT,ALL,66,6,8,,
161,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,3,,28,5.0,M,NW,,,OPEL,ALL,1,55,55,,
162,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,3,,28,5.0,M,NW,,,HEDE,ALL,1,45,45,,
163,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,SEBYT,ALL,53,6,8,,
164,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,SEMY,ALL,1,8,8,,
165,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,HEDE,ALL,1,10,10,,
166,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,HEDE,ALL,1,40,40,,
167,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,HEDE,ALL,1,20,20,,
168,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,HEDE,ALL,1,45,45,,
169,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,HEDE,ALL,1,25,25,,
170,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,HEDE,ALL,1,50,50,,
>>>>>>> master
171,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,5,BOT,1,,15,1.5,M,NE,,,SEBYT,ALL,147,6,8,,
172,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,5,BOT,2,,15,1.5,M,NE,,,SEBYT,ALL,182,6,8,,
173,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,5,BOT,2,,15,1.5,M,NE,,,EMLA,ALL,1,7,7,,
174,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,5,BOT,3,,15,1.5,M,NE,,,SEBYT,ALL,68,6,8,,
175,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,1,5,BOT,1,,15,1.5,H,NE,,,SEBYT,ALL,3,6,8,,additional transects aborted for surge and visibility reasons
<<<<<<< HEAD
176,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,1,,30,2,M,NE,,,SEBYT,ALL,99,6,8,,
177,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,1,,30,2,M,NE,,,HEDE,ALL,1,8,8,,
178,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,2,,30,2,M,NE,,,SEBYT,ALL,54,6,8,,
179,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,2,,30,2,M,NE,,,HEHE,ALL,1,8,8,,
180,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,2,,30,2,M,NE,,,HEDE,ALL,2,8,10,,
181,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,3,,30,2,M,NE,,,SEBYT,ALL,72,6,8,,
181,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,3,,30,2,M,NE,,,HEST,ALL,1,8,8,,
=======
176,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,1,,30,2.0,M,NE,,,SEBYT,ALL,99,6,8,,
177,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,1,,30,2.0,M,NE,,,HEDE,ALL,1,8,8,,
178,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,2,,30,2.0,M,NE,,,SEBYT,ALL,54,6,8,,
179,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,2,,30,2.0,M,NE,,,HEHE,ALL,1,8,8,,
180,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,2,,30,2.0,M,NE,,,HEDE,ALL,2,8,10,,
181,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,3,,30,2.0,M,NE,,,SEBYT,ALL,72,6,8,,
181,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,3,,30,2.0,M,NE,,,HEST,ALL,1,8,8,,
>>>>>>> master
183,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,1,,30,1.6,M,30,,,SEBYT,ALL,60,6,8,,
184,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,2,,30,1.6,M,30,,,SEBYT,ALL,1,6,6,,
185,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,2,,30,1.6,M,30,,,EMLA,ALL,1,10,10,,
186,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,2,,30,1.6,M,30,,,EMLA,ALL,1,5,5,,
187,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,3,,30,1.6,M,30,,,SEBYT,ALL,1,8,8,,
188,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,3,,30,1.6,M,30,,,OXPI,ALL,1,18,18,,
189,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,3,,30,1.6,M,30,,,HEDE,ALL,1,20,20,,
<<<<<<< HEAD
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,1,,23,2,M,N,,,SEBYT,ALL,6,5,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,2,,23,2,M,N,,,SEBYT,ALL,9,5,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,2,,23,2,M,N,,,HEDE,ALL,1,8,8,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,3,,20,2,M,N,,,SEBYT,ALL,10,5,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,3,,20,2,M,N,,,SEME,ALL,6,25,25,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,3,,20,2,M,N,,,SEME,ALL,5,30,30,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,3,,20,2,M,N,,,HEDE,ALL,1,12,12,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,4,,21,2,M,N,,,SEBYT,ALL,3,5,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,4,,21,2,M,N,,,HEDE,ALL,1,7,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,5,,18,2,M,N,,,SEBYT,ALL,25,5,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,5,,18,2,M,N,,,HEDE,ALL,1,7,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,6,,18,2,M,N,,,SEBYT,ALL,6,5,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,6,,18,2,M,N,,,COTT,ALL,1,7,7,,
203,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2,L,N,,,SEME,ALL,22,8,8,,
204,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2,L,N,,,SEME,ALL,2,27,27,,
205,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2,L,N,,,SEME,ALL,1,32,32,,
206,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2,L,N,,,EMLA,ALL,1,28,28,,
207,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2,L,N,,,SEFL,ALL,20,6,6,,
208,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2,L,N,,,SEMY,ALL,1,7,7,,
209,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2,L,N,,,HEDE,ALL,1,12,12,,
210,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2,L,N,,,SEME,ALL,21,6,6,,
211,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2,L,N,,,SEME,ALL,1,31,31,,
212,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2,L,N,,,SEME,ALL,1,36,36,,
213,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2,L,N,,,EMLA,ALL,1,31,31,,
214,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2,L,N,,,HEDE,ALL,1,12,12,,
215,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2,L,N,,,HEDE,ALL,1,30,30,,
216,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,3,,12,2,L,N,,,EMLA,ALL,1,28,28,,
217,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,4,,11,2,L,N,,,SEME,ALL,5,6,7,,
218,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,4,,11,2,L,N,,,HEDE,ALL,1,28,28,,
219,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,4,,11,2,L,N,,,HEDE,ALL,1,36,36,,
=======
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,1,,23,2.0,M,N,,,SEBYT,ALL,6,5,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,2,,23,2.0,M,N,,,SEBYT,ALL,9,5,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,2,,23,2.0,M,N,,,HEDE,ALL,1,8,8,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,3,,20,2.0,M,N,,,SEBYT,ALL,10,5,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,3,,20,2.0,M,N,,,SEME,ALL,6,25,25,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,3,,20,2.0,M,N,,,SEME,ALL,5,30,30,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,3,,20,2.0,M,N,,,HEDE,ALL,1,12,12,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,4,,21,2.0,M,N,,,SEBYT,ALL,3,5,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,4,,21,2.0,M,N,,,HEDE,ALL,1,7,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,5,,18,2.0,M,N,,,SEBYT,ALL,25,5,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,5,,18,2.0,M,N,,,HEDE,ALL,1,7,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,6,,18,2.0,M,N,,,SEBYT,ALL,6,5,7,,
181,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,6,,18,2.0,M,N,,,COTT,ALL,1,7,7,,
203,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,SEME,ALL,22,8,8,,
204,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,SEME,ALL,2,27,27,,
205,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,SEME,ALL,1,32,32,,
206,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,EMLA,ALL,1,28,28,,
207,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,SEFL,ALL,20,6,6,,
208,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,SEMY,ALL,1,7,7,,
209,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,HEDE,ALL,1,12,12,,
210,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2.0,L,N,,,SEME,ALL,21,6,6,,
211,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2.0,L,N,,,SEME,ALL,1,31,31,,
212,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2.0,L,N,,,SEME,ALL,1,36,36,,
213,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2.0,L,N,,,EMLA,ALL,1,31,31,,
214,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2.0,L,N,,,HEDE,ALL,1,12,12,,
