entry order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,TRANSECT,HEADING,DEPTH (M),DEPTH (FT),SEGMENT,CATEGORY,CLASSCODE,COUNT,Cntrl a,notes,problems,,,,,,,,,,,,,,,,,,,,
9532,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,0-10m,RELIEF,10cm-1m,5,,,,,,,,,,,,,,,,,,,,,,,
9533,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,10-20m,RELIEF,10cm-1m,4,,,,,,,,,,,,,,,,,,,,,,,
9534,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,10-20m,RELIEF,0-10cm,6,,,,,,,,,,,,,,,,,,,,,,,
9535,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,20-30m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
9536,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,0-10m,COVER,SAND,5,,,,,,,,,,,,,,,,,,,,,,,
9537,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,0-10m,COVER,BRANCH,3,,,,,,,,,,,,,,,,,,,,,,,
9538,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,0-10m,COVER,BROWNUN,2,,,,,,,,,,,,,,,,,,,,,,,
9539,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,10-20m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
9540,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,10-20m,COVER,PTERO,1,,,,,,,,,,,,,,,,,,,,,,,
9541,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,10-20m,COVER,SAND,5,,,,,,,,,,,,,,,,,,,,,,,
9542,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,10-20m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
9543,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,10-20m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
9544,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,20-30m,COVER,BRANCH,5,,,,,,,,,,,,,,,,,,,,,,,
9545,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,20-30m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
9546,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,20-30m,COVER,MACPYR_HF,1,,,,,,,,,,,,,,,,,,,,,,,
9547,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,20-30m,COVER,PTERO,1,,,,,,,,,,,,,,,,,,,,,,,
9548,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,1,,,14,20-30m,COVER,SPONGE,1,,,,,,,,,,,,,,,,,,,,,,,
9549,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
9550,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,10-20m,SUBSTRATE,BEDRK,9,,,,,,,,,,,,,,,,,,,,,,,
9551,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,10-20m,SUBSTRATE,SAND,1,,,,,,,,,,,,,,,,,,,,,,,
9552,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,20-30m,SUBSTRATE,SAND,1,,,,,,,,,,,,,,,,,,,,,,,
9553,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,20-30m,SUBSTRATE,BEDRK,9,,,,,,,,,,,,,,,,,,,,,,,
9554,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,0-10m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
9555,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,10-20m,RELIEF,10cm-1m,9,,,,,,,,,,,,,,,,,,,,,,,
9556,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,10-20m,RELIEF,0-10cm,1,,,,,,,,,,,,,,,,,,,,,,,
9557,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,20-30m,RELIEF,0-10cm,1,,,,,,,,,,,,,,,,,,,,,,,
9558,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,20-30m,RELIEF,10cm-1m,9,,,,,,,,,,,,,,,,,,,,,,,
9559,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,0-10m,COVER,BRANCH,6,,,,,,,,,,,,,,,,,,,,,,,
9560,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,0-10m,COVER,ARTCOR,1,,,,,,,,,,,,,,,,,,,,,,,
9561,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,0-10m,COVER,BROWNUN,3,,,,,,,,,,,,,,,,,,,,,,,
9562,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,10-20m,COVER,BROWNUN,2,,,,,,,,,,,,,,,,,,,,,,,
9563,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,10-20m,COVER,BRANCH,7,,,,,,,,,,,,,,,,,,,,,,,
9564,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,10-20m,COVER,SAND,1,,,,,,,,,,,,,,,,,,,,,,,
9565,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,20-30m,COVER,SAND,1,,,,,,,,,,,,,,,,,,,,,,,
9566,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,20-30m,COVER,BRANCH,3,,,,,,,,,,,,,,,,,,,,,,,
9567,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,20-30m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
9568,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,20-30m,COVER,CRUCOR,3,,,,,,,,,,,,,,,,,,,,,,,
9569,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,2,,,12,20-30m,COVER,PTERO,2,,,,,,,,,,,,,,,,,,,,,,,
9570,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,0-10m,SUBSTRATE,BEDRK,6,,,,,,,,,,,,,,,,,,,,,,,
9571,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,0-10m,SUBSTRATE,COB,2,,,,,,,,,,,,,,,,,,,,,,,
9572,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,0-10m,SUBSTRATE,SAND,2,,,,,,,,,,,,,,,,,,,,,,,
9573,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,10-20m,SUBSTRATE,BEDRK,9,,,,,,,,,,,,,,,,,,,,,,,
9574,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,10-20m,SUBSTRATE,BOULD,1,,,,,,,,,,,,,,,,,,,,,,,
9575,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
9576,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,0-10m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
9577,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,10-20m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
9578,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,20-30m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
9579,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,0-10m,COVER,SAND,2,,,,,,,,,,,,,,,,,,,,,,,
9580,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,0-10m,COVER,BRANCH,3,,,,,,,,,,,,,,,,,,,,,,,
9581,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,0-10m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
9582,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,0-10m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
9583,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,0-10m,COVER,BARROC,2,,,,,,,,,,,,,,,,,,,,,,,
9584,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,10-20m,COVER,BRANCH,5,,,,,,,,,,,,,,,,,,,,,,,
9585,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,10-20m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
9586,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,10-20m,COVER,MACPYR_HF,1,,,,,,,,,,,,,,,,,,,,,,,
9587,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,10-20m,COVER,PTERO,1,,,,,,,,,,,,,,,,,,,,,,,
9588,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,10-20m,COVER,BROWNUN,2,,,,,,,,,,,,,,,,,,,,,,,
9589,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,20-30m,COVER,BRANCH,6,,,,,,,,,,,,,,,,,,,,,,,
9590,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,20-30m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
9591,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,20-30m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
9592,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,20-30m,COVER,MACPYR_HF,1,,,,,,,,,,,,,,,,,,,,,,,
9593,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,3,,,13,20-30m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
9594,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,0-10m,SUBSTRATE,BEDRK,9,,,,,,,,,,,,,,,,,,,,,,,
9595,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,0-10m,SUBSTRATE,COB,1,,,,,,,,,,,,,,,,,,,,,,,
9596,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,10-20m,SUBSTRATE,COB,2,,,,,,,,,,,,,,,,,,,,,,,
9597,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,10-20m,SUBSTRATE,SAND,1,,,,,,,,,,,,,,,,,,,,,,,
9598,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,10-20m,SUBSTRATE,BOULD,1,,,,,,,,,,,,,,,,,,,,,,,
9599,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,10-20m,SUBSTRATE,BEDRK,6,,,,,,,,,,,,,,,,,,,,,,,
9600,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,20-30m,SUBSTRATE,BEDRK,8,,,,,,,,,,,,,,,,,,,,,,,
9601,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,20-30m,SUBSTRATE,COB,1,,,,,,,,,,,,,,,,,,,,,,,
9602,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,20-30m,SUBSTRATE,SAND,1,,,,,,,,,,,,,,,,,,,,,,,
9603,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,0-10m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
9604,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,10-20m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
9605,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,20-30m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
9606,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,0-10m,COVER,BRANCH,5,,,,,,,,,,,,,,,,,,,,,,,
9607,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,0-10m,COVER,CRUCOR,3,,,,,,,,,,,,,,,,,,,,,,,
9608,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,0-10m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
9609,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,0-10m,COVER,BARROC,1,,,,,,,,,,,,,,,,,,,,,,,
9610,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,10-20m,COVER,BARROC,1,,,,,,,,,,,,,,,,,,,,,,,
9611,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,10-20m,COVER,PTERO,1,,,,,,,,,,,,,,,,,,,,,,,
9612,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,10-20m,COVER,NEREO_HF,1,,,,,,,,,,,,,,,,,,,,,,,
9613,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,10-20m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
9614,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,10-20m,COVER,BRANCH,4,,,,,,,,,,,,,,,,,,,,,,,
9615,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,10-20m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
9616,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,10-20m,COVER,SAND,1,,,,,,,,,,,,,,,,,,,,,,,
9617,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,20-30m,COVER,SAND,1,,,,,,,,,,,,,,,,,,,,,,,
9618,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,20-30m,COVER,BRANCH,4,,,,,,,,,,,,,,,,,,,,,,,
9619,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,20-30m,COVER,LEAFYRED,2,,,,,,,,,,,,,,,,,,,,,,,
9620,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,20-30m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
9621,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,20-30m,COVER,PTERO,1,,,,,,,,,,,,,,,,,,,,,,,
9622,2022,8,2,Neah Bay,Steve Lonhart,Jameal Samhouri,S,5,4,,,14,20-30m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
9623,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,0-10m,SUBSTRATE,BEDRK,9,,,,,,,,,,,,,,,,,,,,,,,
9624,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,0-10m,SUBSTRATE,COB,1,,,,,,,,,,,,,,,,,,,,,,,
9625,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,10-20m,SUBSTRATE,COB,4,,,,,,,,,,,,,,,,,,,,,,,
9626,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,10-20m,SUBSTRATE,BEDRK,6,,,,,,,,,,,,,,,,,,,,,,,
9627,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
9628,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,0-10m,RELIEF,0-10cm,2,,,,,,,,,,,,,,,,,,,,,,,
9629,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,0-10m,RELIEF,10cm-1m,8,,,,,,,,,,,,,,,,,,,,,,,
9630,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,10-20m,RELIEF,10cm-1m,4,,,,,,,,,,,,,,,,,,,,,,,
9631,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,10-20m,RELIEF,1m-2m,1,,,,,,,,,,,,,,,,,,,,,,,
9632,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,10-20m,RELIEF,0-10cm,5,,,,,,,,,,,,,,,,,,,,,,,
9633,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,20-30m,RELIEF,0-10cm,7,,,,,,,,,,,,,,,,,,,,,,,
9634,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,20-30m,RELIEF,10cm-1m,3,,,,,,,,,,,,,,,,,,,,,,,
9635,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,0-10m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
9636,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,0-10m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
9637,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,0-10m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
9638,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,0-10m,COVER,LACY,1,,,,,,,,,,,,,,,,,,,,,,,
9639,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,0-10m,COVER,SPONGE,1,,,,,,,,,,,,,,,,,,,,,,,
9640,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,0-10m,COVER,PTERO,1,,,,,,,,,,,,,,,,,,,,,,,
9641,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,0-10m,COVER,BROWNUN,3,,,,,,,,,,,,,,,,,,,,,,,
9642,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,10-20m,COVER,BROWNUN,2,,,,,,,,,,,,,,,,,,,,,,,
9643,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,10-20m,COVER,PTERO,3,,,,,,,,,,,,,,,,,,,,,,,
9644,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,10-20m,COVER,NEREO_HF,1,,,,,,,,,,,,,,,,,,,,,,,
9645,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,10-20m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
9646,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,10-20m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
9647,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,20-30m,COVER,BRANCH,1,,,,,,,,,,,,,,,,,,,,,,,
9648,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,20-30m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
9649,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,20-30m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
9650,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,20-30m,COVER,NEREO_HF,1,,,,,,,,,,,,,,,,,,,,,,,
9651,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,20-30m,COVER,PTERO,3,,,,,,,,,,,,,,,,,,,,,,,
9652,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,1,,,,20-30m,COVER,BROWNUN,2,,,,,,,,,,,,,,,,,,,,,,,
9653,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,0-10m,SUBSTRATE,BEDRK,8,,,,,,,,,,,,,,,,,,,,,,,
9654,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,0-10m,SUBSTRATE,BOULD,1,,,,,,,,,,,,,,,,,,,,,,,
9655,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,0-10m,SUBSTRATE,COB,1,,,,,,,,,,,,,,,,,,,,,,,
9656,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,10-20m,SUBSTRATE,COB,1,,,,,,,,,,,,,,,,,,,,,,,
9657,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,10-20m,SUBSTRATE,BOULD,4,,,,,,,,,,,,,,,,,,,,,,,
9658,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,10-20m,SUBSTRATE,BEDRK,5,,,,,,,,,,,,,,,,,,,,,,,
9659,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,20-30m,SUBSTRATE,BEDRK,9,,,,,,,,,,,,,,,,,,,,,,,
9660,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,20-30m,SUBSTRATE,BOULD,1,,,,,,,,,,,,,,,,,,,,,,,
9661,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,0-10m,RELIEF,0-10cm,8,,,,,,,,,,,,,,,,,,,,,,,
9662,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,0-10m,RELIEF,10cm-1m,2,,,,,,,,,,,,,,,,,,,,,,,
9663,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,10-20m,RELIEF,10cm-1m,5,,,,,,,,,,,,,,,,,,,,,,,
9664,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,10-20m,RELIEF,1m-2m,1,,,,,,,,,,,,,,,,,,,,,,,
9665,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,10-20m,RELIEF,0-10cm,4,,,,,,,,,,,,,,,,,,,,,,,
9666,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,20-30m,RELIEF,0-10cm,7,,,,,,,,,,,,,,,,,,,,,,,
9667,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,20-30m,RELIEF,10cm-1m,3,,,,,,,,,,,,,,,,,,,,,,,
9668,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,0-10m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
9669,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,0-10m,COVER,NEREO_HF,1,,,,,,,,,,,,,,,,,,,,,,,
9670,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,0-10m,COVER,PTERO,5,,,,,,,,,,,,,,,,,,,,,,,
9671,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,0-10m,COVER,BROWNUN,2,,,,,,,,,,,,,,,,,,,,,,,
9672,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,10-20m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
9673,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,10-20m,COVER,PTERO,3,,,,,,,,,,,,,,,,,,,,,,,
9674,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,10-20m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
9675,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,10-20m,COVER,LEAFYRED,3,,,,,,,,,,,,,,,,,,,,,,,
9676,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,10-20m,COVER,BRANCH,1,,,,,,,,,,,,,,,,,,,,,,,
9677,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,20-30m,COVER,PTERO,9,,,,,,,,,,,,,,,,,,,,,,,
9678,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,2,,,,20-30m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
9679,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,3,,,,0-10m,SUBSTRATE,BEDRK,9,,,,,,,,,,,,,,,,,,,,,,,
9680,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,3,,,,0-10m,SUBSTRATE,COB,1,,,,,,,,,,,,,,,,,,,,,,,
9681,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,3,,,,10-20m,SUBSTRATE,COB,1,,,,,,,,,,,,,,,,,,,,,,,
9682,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,3,,,,10-20m,SUBSTRATE,BOULD,1,,,,,,,,,,,,,,,,,,,,,,,
9683,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,3,,,,10-20m,SUBSTRATE,BEDRK,8,,,,,,,,,,,,,,,,,,,,,,,
9684,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,3,,,,20-30m,SUBSTRATE,BEDRK,1,,,,,,,,,,,,,,,,,,,,,,,
9685,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,3,,,,20-30m,SUBSTRATE,BOULD,9,,,,,,,,,,,,,,,,,,,,,,,
9686,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,3,,,,0-10m,RELIEF,0-10cm,5,,,,,,,,,,,,,,,,,,,,,,,
9687,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,3,,,,0-10m,RELIEF,10cm-1m,3,,,,,,,,,,,,,,,,,,,,,,,
9688,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,3,,,,0-10m,RELIEF,1m-2m,2,,,,,,,,,,,,,,,,,,,,,,,
9689,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,3,,,,10-20m,RELIEF,1m-2m,3,,,,,,,,,,,,,,,,,,,,,,,
9690,2022,8,2,Neah Bay,Emily Bishop,Nick Tolimieri,S,10,3,,,,10-20m,RELIEF,10cm-1m,2,,,,,,,,,,,,,,,,,,,,,,,
