Site,Date,Observer,Transect,Quadrat,Quadrat.loc,Depth.ft,Species,Count,Size.cm,Percent.cover,Categorical.abundance,Notes,Transect area (inverts),Transect area (fish),Transect area (stipes),"Echinoderm size (TD, TR, BD, BR; T=Total, B=Basal, D=Diameter, R=Radius, L=length)",,,,,,,,,
Chibadehl Rocks,8/7/15,NT,1,NA,NA,NA,Costaria costata,30,NA,NA,NA,total guess based on extrapolating 1 m2,,,30,,,,,,,,,,
Chibadehl Rocks,8/7/15,NT,1,NA,NA,NA,Cymathere triplicata stipes,30,NA,NA,NA,total guess based on extrapolating 1 m2,,,30,,,,,,,,,,
Chibadehl Rocks,8/7/15,NT,2,NA,NA,NA,Pterygophora californica stipes,105,NA,NA,NA,total guess based on extrapolating 1 m2,,,30,,,,,,,,,,
Chibadehl Rocks,8/7/15,NT,2,NA,NA,NA,Nereocystis luetkeana stipes,245,NA,NA,NA,total guess based on extrapolating 1 m2,,,30,,,,,,,,,,
Destruction Island SW,8/3/15,NT,1,NA,NA,NA,Pterygophora californica,10,NA,NA,NA,,,,30,,,,,,,,,,
Destruction Island SW,8/3/15,NT,1,NA,NA,NA,Nereocystis luetkeana,84,NA,NA,NA,,,,30,,,,,,,,,,
Destruction Island SW,8/3/15,NT,1,NA,NA,NA,Costaria costata,8,NA,NA,NA,,,,30,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,NA,NA,NA,Costaria costata,3,NA,NA,NA,,,,30,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,NA,NA,NA,Nereocystis luetkeana,78,NA,NA,NA,,,,30,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,NA,NA,NA,Laminaria setchellii,2,NA,NA,NA,,,,30,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,NA,NA,NA,Desmarestia,2,NA,NA,NA,,,,30,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,1,3,15,Pterygophora californica,NA,NA,17,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,1,3,15,Foliose red algae,NA,NA,80,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,1,3,15,barnacle,NA,NA,5,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,1,3,15,Sponge,NA,NA,5,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,2,6,16,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,2,6,16,barnacle,NA,NA,10,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,2,6,16,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,2,6,16,Laminaria,NA,NA,20,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,3,15,12,Foliose red algae,NA,NA,60,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,3,15,12,barnacle,NA,NA,5,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,3,15,12,Foliose red algae,NA,NA,5,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,3,15,16,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,4,28,16,Foliose red algae,NA,NA,25,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,4,28,16,barnacle,NA,NA,5,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,1,1,3,15,Nucella spp.,2,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,1,2,6,NA,Calliostoma,2,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,1,2,6,NA,Evasterias,1,20,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,2,7,NA,Anthopleura xanthogrammica,2,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,2,7,NA,Dermasterias,1,3,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,2,NA,NA,Cancer oregonensis,1,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,3,NA,NA,Limpet,2,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,4,NA,NA,Tegula,1,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,2,4,NA,NA,Calliostoma,5,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Evasterias,NA,NA,NA,R,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Dermasterias,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Henricia leviuscula,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Pisaster,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Metridium,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Styela,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Metandrocarpa,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Anthopleura xanthogrammica,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Urticina lofotensis,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Cancer oregonensis,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Scyra acutifrons,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,hermit crab,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Cucumaria,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Montereina nobilis,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Dirona,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Hermissenda crassicornis,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Triophe catalinidae,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Calliostoma,NA,NA,NA,VA,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Ceratostoma,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Tegula,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Amphissa,NA,NA,NA,VA,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Nucella spp.,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Acmaea mitra,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Diodora aspera,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Gumboot chiton,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Mopalia lignosa,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,feather duster worm,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,calcareous tube worm,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Pandalus danae,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,brittle star,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Mysids,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,NT,NA,NA,NA,NA,Amphipods,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,NA,NA,NA,Pterygophora californica stipes,20,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,NA,NA,NA,Nereocystis luetkeana stipes,35,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,NA,NA,NA,Saccharina dentigera stipes,5,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,NA,NA,NA,Pleurophycus gardneri,3,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,NA,NA,NA,Desmarestia,3,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,NA,NA,NA,Nereocystis luetkeana stipes,18,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,NA,NA,NA,Pterygophora californica stipes,12,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,NA,NA,NA,Pleurophycus gardneri,2,NA,NA,NA,,,,30,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,NA,NA,NA,surfperch,3,15,NA,NA,,,60,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,NA,NA,NA,Tubesnout,5,NA,NA,NA,,,60,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,NA,NA,NA,surfperch,1,10,NA,NA,,,60,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,1,7,NA,Foliose red algae,NA,NA,50,NA,,,2,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,1,7,NA,Erythrophyllum,NA,NA,20,NA,,,2,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,1,7,NA,coralline algae,NA,NA,5,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,1,7,NA,Osmundea,NA,NA,5,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,1,7,NA,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,1,7,NA,lightbulb tunicate,5,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,1,7,NA,Amphissa,1,0.2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,2,14,NA,Foliose red algae,NA,NA,25,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,2,14,NA,Pleurophycus gardneri,NA,NA,25,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,2,14,NA,Laminaria groenlandica,NA,NA,5,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,2,14,NA,Rock,NA,NA,45,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,2,14,NA,orange cup coral,3,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,2,14,NA,tegula,12,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,2,14,NA,snailfish,1,1,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,3,21,NA,Osmundea,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,3,21,NA,Coralline encrusting,NA,NA,50,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,3,21,NA,Laminaria groenlandica,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,3,21,NA,Rock,NA,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,3,21,NA,Gravel,NA,NA,15,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,3,21,NA,Foliose red algae,NA,NA,5,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,3,21,NA,lightbulb tunicate,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,3,21,NA,Tegula,3,0.2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,3,21,NA,Chiton,1,1,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,4,28,NA,Erythrophyllum,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,4,28,NA,Coralline encrusting,NA,NA,40,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,4,28,NA,Rock,NA,NA,30,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,4,28,NA,Desmarestia,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,4,28,NA,Dermasterias,2,4,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,4,28,NA,Tegula,1,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,4,28,NA,Cucumaria,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,4,28,NA,Chiton,1,4,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,1,7,NA,Erythrophyllum,NA,NA,40,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,1,7,NA,Phyllospadix,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,1,7,NA,Rock,NA,NA,50,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,1,7,NA,Doris odhneri,1,5,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,1,7,NA,Calliostoma,1,0.5,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,1,7,NA,grey puffball sponge,3,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,1,7,NA,Bittium,2,0.5,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,1,7,NA,orange cup coral,4,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,1,7,NA,Evasterias,1,0.5,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,2,14,NA,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,2,14,NA,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,2,14,NA,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,2,14,NA,Rock,NA,NA,40,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,2,14,NA,Amphissa,2,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,2,14,NA,orange cup coral,17,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,2,14,NA,Tegula,5,0.2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,2,14,NA,Nucella spp.,3,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,3,21,NA,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,3,21,NA,Nereocystis luetkeana,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,3,21,NA,Laminaria groenlandica,NA,NA,10,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,3,21,NA,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,3,21,NA,Rock,NA,NA,30,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,3,21,NA,Calliostoma,2,2,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,3,21,NA,Dermasterias,1,3,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,3,21,NA,lightbulb tunicate,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,3,21,NA,Diodora aspera,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,4,28,NA,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,4,28,NA,Osmundea,NA,NA,5,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,4,28,NA,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,4,28,NA,Rock,NA,NA,55,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,4,28,NA,lightbulb tunicate,2,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,4,28,NA,Amphissa,1,0.3,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,4,28,NA,orange cup coral,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,4,28,NA,Evasterias,1,0.3,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,2,4,28,NA,hermit crab,1,NA,NA,NA,,,,,,,,,,,,,,
Point of the Arches,8/5/15,NT,1,NA,NA,NA,Kelp greenling,0,NA,NA,NA,No fish (added by GW later),,60,,,,,,,,,,,
Rock 305,8/4/15,NT,1,NA,NA,NA,Pterygophora californica stipes,47,NA,NA,NA,visibility 3-5 feet,,,30,,,,,,,,,,
Rock 305,8/4/15,NT,1,NA,NA,NA,Saccharina dentigera stipes,20,NA,NA,NA,for percent cover add ROCK to sum to 100,,,30,,,,,,,,,,
Rock 305,8/4/15,NT,1,NA,NA,NA,Pterygophora californica stipes,5,NA,NA,NA,,,,30,,,,,,,,,,
Rock 305,8/4/15,NT,1,NA,NA,NA,Saccharina dentigera stipes,2,NA,NA,NA,,,,30,,,,,,,,,,
Rock 305,8/4/15,NT,1,1,7,15,Foliose red algae,NA,NA,25,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,1,7,15,Foliose red algae,NA,NA,10,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,1,7,15,coralline algae,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,1,7,15,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,1,7,15,Sponge,NA,NA,10,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,1,7,15,Styela,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,1,7,15,Calliostoma,6,1,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,2,14,15,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,2,14,15,coralline algae,NA,NA,20,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,2,14,15,Phyllospadix,NA,NA,20,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,2,14,15,Styela,4,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,2,14,15,Rock scallop,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,2,14,15,sculpin,1,4,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,2,14,15,Cancer oregonensis,2,1,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,2,14,15,Evasterias,2,0.3,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,3,21,11,Foliose red algae,NA,NA,65,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,3,21,11,Foliose red algae,NA,NA,10,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,3,21,11,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,3,21,11,Evasterias,1,0.1,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,3,21,11,kelp crab,1,2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,4,28,10,Foliose red algae,NA,NA,25,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,4,28,10,coralline algae,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,4,28,10,Phyllospadix,NA,NA,50,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,4,28,10,Styela,1,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,1,7,16,Foliose red algae,NA,NA,25,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,1,7,16,Foliose red algae,NA,NA,25,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,1,7,16,coralline algae,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,1,7,16,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,1,7,16,Calliostoma,2,0.2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,1,7,16,Henricia leviuscula,2,1,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,2,14,17,Foliose red algae,NA,NA,25,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,2,14,17,Foliose red algae,NA,NA,25,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,2,14,17,coralline algae,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,2,14,17,Sponge,NA,NA,10,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,2,14,17,Nucella spp.,1,0.2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,2,14,17,Styela,4,NA,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,2,14,17,Calliostoma,1,0.2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,2,14,17,Tegula,1,0.2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,3,21,15,Foliose red algae,NA,NA,75,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,3,21,15,coralline algae,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,3,21,15,Henricia leviuscula,1,2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,3,21,15,Leptasterias hexactis,1,0.2,NA,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,4,28,15,Foliose red algae,NA,NA,75,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,4,28,15,Foliose red algae,NA,NA,5,NA,,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,4,28,15,Styela,1,NA,NA,NA,NA,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,4,28,15,Calliostoma,2,0.3,NA,NA,NA,,,,,,,,,,,,,
Rock 305,8/4/15,NT,2,4,28,15,Bittium,1,0.3,NA,NA,NA,,,,,,,,,,,,,
Rock 305,8/4/15,NT,1,NA,NA,NA,Kelp greenling,0,NA,NA,NA,No fish (added by GW later),,60,,,,,,,,,,,
Rock 305,8/4/15,NT,2,NA,NA,NA,Kelp greenling,0,NA,NA,NA,No fish (added by GW later),,60,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,NA,NA,NA,Nereocystis luetkeana stipes,114,NA,NA,NA,,,,30,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,NA,NA,NA,Pterygophora californica stipes,102,NA,NA,NA,,,,30,,,,,,,,,,
Tatoosh Island,8/6/15,NT,2,NA,NA,NA,Pterygophora californica stipes,76,NA,NA,NA,,,,30,,,,,,,,,,
Tatoosh Island,8/6/15,NT,2,NA,NA,NA,Nereocystis luetkeana stipes,148,NA,NA,NA,,,,30,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,NA,NA,NA,Lingcod,1,40,NA,NA,,,60,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,NA,NA,NA,Kelp greenling,1,30,NA,NA,,,60,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,NA,NA,NA,Harbor seal,1,NA,NA,NA,,,60,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,2,NA,NA,NA,Rock greenling,1,30,NA,NA,,,60,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,2,NA,NA,NA,California sea lion,1,NA,NA,NA,,,60,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,4,28,20,Shell hash,NA,NA,90,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,4,28,20,Rock,NA,NA,5,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,4,28,20,Foliose red algae,NA,NA,5,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,4,28,20,Hermissenda crassicornis,1,1,NA,NA,Flabellina trilineata field ID,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,4,28,20,tegula,1,1,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,4,28,20,hermit crab,2,NA,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,4,28,20,Calliostoma,2,1,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,4,28,20,Limpet,1,NA,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,Laminaria groenlandica,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,Coralline encrusting,NA,NA,80,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,tegula,8,1,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,Calliostoma,6,0.5,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,Calliostoma,1,1,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,Chiton,6,NA,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,Nucella spp.,3,1,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,Bittium,1,1,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,Alia,2,1,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,Henricia leviuscula,2,1,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,Ceratostoma,1,2,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,3,21,19,snailfish,1,0.5,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,2,14,21,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,NT,1,2,14,21,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
