"","site","transect","observer","common.name","species","size_class","year","Count"
"1127","Point of the Arches",2,"NT","yellowtail-black yoy","SEBYT","small",2015,0
"1128","Point of the Arches",2,"NT",NA,"AMHE",NA,2015,0
"1129","Rock 305",1,"GW","Black rockfish","SEME","large",2015,0
"1130","Rock 305",1,"GW","Blackeye goby","RHNI",NA,2015,0
"1131","Rock 305",1,"GW","Buffalo sculpin","ENBI",NA,2015,0
"1132","Rock 305",1,"GW","Cabezon","SCMA",NA,2015,1
"1133","Rock 305",1,"GW","Copper rockfish","SECA","large",2015,0
"1134","Rock 305",1,"GW","Great sculpin","MYOP",NA,2015,0
"1135","Rock 305",1,"GW","Kelp greenling","HEDE",NA,2015,0
"1136","Rock 305",1,"GW","Lingcod","OPEL",NA,2015,0
"1137","Rock 305",1,"GW","Painted greenling","OXPI",NA,2015,0
"1138","Rock 305",1,"GW","Quillback rockfish","SEMA","large",2015,0
"1139","Rock 305",1,"GW","Red Irish Lord","HEHE",NA,2015,0
"1140","Rock 305",1,"GW","Rock greenling","HELA",NA,2015,0
"1141","Rock 305",1,"GW","Striped seaperch","EMLA",NA,2015,0
"1142","Rock 305",1,"GW","Tubesnout","AUFL",NA,2015,0
"1143","Rock 305",1,"GW","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"1144","Rock 305",1,"GW","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1145","Rock 305",1,"GW","black rockfish","SEME","small",2015,0
"1146","Rock 305",1,"GW","blue rockfish","SEMY","large",2015,0
"1147","Rock 305",1,"GW","blue rockfish","SEMY","small",2015,0
"1148","Rock 305",1,"GW","c-o sole","PLCO",NA,2015,0
"1149","Rock 305",1,"GW","canary rockfish","SEPI","large",2015,0
"1150","Rock 305",1,"GW","canary rockfish","SEPI","small",2015,0
"1151","Rock 305",1,"GW","china rockfish","SENE","large",2015,0
"1152","Rock 305",1,"GW","china rockfish","SENE","small",2015,0
"1153","Rock 305",1,"GW","copper rockfish","SECA","small",2015,0
"1154","Rock 305",1,"GW","greenlings","HEXA",NA,2015,0
"1155","Rock 305",1,"GW","gunnels","PHOL",NA,2015,0
"1156","Rock 305",1,"GW","herring","CLUP",NA,2015,0
"1157","Rock 305",1,"GW","kelp clingfish","RIMU",NA,2015,0
"1158","Rock 305",1,"GW","longfin sculpin","JOZO",NA,2015,0
"1159","Rock 305",1,"GW","manacled sculpin","SYGI",NA,2015,0
"1160","Rock 305",1,"GW","mosshead warbonnet","CHNU",NA,2015,0
"1161","Rock 305",1,"GW","no_transect_no_data","NO_DATA",NA,2015,0
"1162","Rock 305",1,"GW","pile perch","RHVA",NA,2015,0
"1163","Rock 305",1,"GW","quillback rockfish","SEMA","small",2015,0
"1164","Rock 305",1,"GW","rockfish","SEBSPP","large",2015,0
"1165","Rock 305",1,"GW","rockfish","SEBSPP","small",2015,0
"1166","Rock 305",1,"GW","sanddabs","CITH",NA,2015,0
"1167","Rock 305",1,"GW","scalyhead sculpin","ARHA",NA,2015,0
"1168","Rock 305",1,"GW","sculpin","COTT",NA,2015,0
"1169","Rock 305",1,"GW","surfperch","EMBI",NA,2015,0
"1170","Rock 305",1,"GW","unidentified fish","UNID",NA,2015,0
"1171","Rock 305",1,"GW","whitespotted greenling","HEST",NA,2015,0
"1172","Rock 305",1,"GW","yellowtail rockfish","SEFL","large",2015,0
"1173","Rock 305",1,"GW","yellowtail rockfish","SEFL","small",2015,0
"1174","Rock 305",1,"GW","yellowtail-black yoy","SEBYT","small",2015,0
"1175","Rock 305",1,"GW",NA,"AMHE",NA,2015,0
"1176","Rock 305",1,"NT","Black rockfish","SEME","large",2015,0
"1177","Rock 305",1,"NT","Blackeye goby","RHNI",NA,2015,0
"1178","Rock 305",1,"NT","Buffalo sculpin","ENBI",NA,2015,0
"1179","Rock 305",1,"NT","Cabezon","SCMA",NA,2015,0
"1180","Rock 305",1,"NT","Copper rockfish","SECA","large",2015,0
"1181","Rock 305",1,"NT","Great sculpin","MYOP",NA,2015,0
"1182","Rock 305",1,"NT","Kelp greenling","HEDE",NA,2015,0
"1183","Rock 305",1,"NT","Lingcod","OPEL",NA,2015,0
"1184","Rock 305",1,"NT","Painted greenling","OXPI",NA,2015,0
"1185","Rock 305",1,"NT","Quillback rockfish","SEMA","large",2015,0
"1186","Rock 305",1,"NT","Red Irish Lord","HEHE",NA,2015,0
"1187","Rock 305",1,"NT","Rock greenling","HELA",NA,2015,0
"1188","Rock 305",1,"NT","Striped seaperch","EMLA",NA,2015,0
"1189","Rock 305",1,"NT","Tubesnout","AUFL",NA,2015,0
"1190","Rock 305",1,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"1191","Rock 305",1,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1192","Rock 305",1,"NT","black rockfish","SEME","small",2015,0
"1193","Rock 305",1,"NT","blue rockfish","SEMY","large",2015,0
"1194","Rock 305",1,"NT","blue rockfish","SEMY","small",2015,0
"1195","Rock 305",1,"NT","c-o sole","PLCO",NA,2015,0
"1196","Rock 305",1,"NT","canary rockfish","SEPI","large",2015,0
"1197","Rock 305",1,"NT","canary rockfish","SEPI","small",2015,0
"1198","Rock 305",1,"NT","china rockfish","SENE","large",2015,0
"1199","Rock 305",1,"NT","china rockfish","SENE","small",2015,0
"1200","Rock 305",1,"NT","copper rockfish","SECA","small",2015,0
"1201","Rock 305",1,"NT","greenlings","HEXA",NA,2015,0
"1202","Rock 305",1,"NT","gunnels","PHOL",NA,2015,0
"1203","Rock 305",1,"NT","herring","CLUP",NA,2015,0
"1204","Rock 305",1,"NT","kelp clingfish","RIMU",NA,2015,0
"1205","Rock 305",1,"NT","longfin sculpin","JOZO",NA,2015,0
"1206","Rock 305",1,"NT","manacled sculpin","SYGI",NA,2015,0
"1207","Rock 305",1,"NT","mosshead warbonnet","CHNU",NA,2015,0
"1208","Rock 305",1,"NT","no_transect_no_data","NO_DATA",NA,2015,0
"1209","Rock 305",1,"NT","pile perch","RHVA",NA,2015,0
"1210","Rock 305",1,"NT","quillback rockfish","SEMA","small",2015,0
"1211","Rock 305",1,"NT","rockfish","SEBSPP","large",2015,0
"1212","Rock 305",1,"NT","rockfish","SEBSPP","small",2015,0
"1213","Rock 305",1,"NT","sanddabs","CITH",NA,2015,0
"1214","Rock 305",1,"NT","scalyhead sculpin","ARHA",NA,2015,0
"1215","Rock 305",1,"NT","sculpin","COTT",NA,2015,0
"1216","Rock 305",1,"NT","surfperch","EMBI",NA,2015,0
"1217","Rock 305",1,"NT","unidentified fish","UNID",NA,2015,0
"1218","Rock 305",1,"NT","whitespotted greenling","HEST",NA,2015,0
"1219","Rock 305",1,"NT","yellowtail rockfish","SEFL","large",2015,0
"1220","Rock 305",1,"NT","yellowtail rockfish","SEFL","small",2015,0
"1221","Rock 305",1,"NT","yellowtail-black yoy","SEBYT","small",2015,0
"1222","Rock 305",1,"NT",NA,"AMHE",NA,2015,0
"1223","Rock 305",2,"GW","Black rockfish","SEME","large",2015,0
"1224","Rock 305",2,"GW","Blackeye goby","RHNI",NA,2015,0
"1225","Rock 305",2,"GW","Buffalo sculpin","ENBI",NA,2015,0
"1226","Rock 305",2,"GW","Cabezon","SCMA",NA,2015,0
"1227","Rock 305",2,"GW","Copper rockfish","SECA","large",2015,0
"1228","Rock 305",2,"GW","Great sculpin","MYOP",NA,2015,0
"1229","Rock 305",2,"GW","Kelp greenling","HEDE",NA,2015,0
"1230","Rock 305",2,"GW","Lingcod","OPEL",NA,2015,0
"1231","Rock 305",2,"GW","Painted greenling","OXPI",NA,2015,0
"1232","Rock 305",2,"GW","Quillback rockfish","SEMA","large",2015,0
"1233","Rock 305",2,"GW","Red Irish Lord","HEHE",NA,2015,0
"1234","Rock 305",2,"GW","Rock greenling","HELA",NA,2015,0
"1235","Rock 305",2,"GW","Striped seaperch","EMLA",NA,2015,0
"1236","Rock 305",2,"GW","Tubesnout","AUFL",NA,2015,0
"1237","Rock 305",2,"GW","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"1238","Rock 305",2,"GW","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1239","Rock 305",2,"GW","black rockfish","SEME","small",2015,0
"1240","Rock 305",2,"GW","blue rockfish","SEMY","large",2015,0
"1241","Rock 305",2,"GW","blue rockfish","SEMY","small",2015,0
"1242","Rock 305",2,"GW","c-o sole","PLCO",NA,2015,0
"1243","Rock 305",2,"GW","canary rockfish","SEPI","large",2015,0
"1244","Rock 305",2,"GW","canary rockfish","SEPI","small",2015,0
"1245","Rock 305",2,"GW","china rockfish","SENE","large",2015,0
"1246","Rock 305",2,"GW","china rockfish","SENE","small",2015,0
"1247","Rock 305",2,"GW","copper rockfish","SECA","small",2015,0
"1248","Rock 305",2,"GW","greenlings","HEXA",NA,2015,0
"1249","Rock 305",2,"GW","gunnels","PHOL",NA,2015,0
"1250","Rock 305",2,"GW","herring","CLUP",NA,2015,0
"1251","Rock 305",2,"GW","kelp clingfish","RIMU",NA,2015,0
"1252","Rock 305",2,"GW","longfin sculpin","JOZO",NA,2015,0
"1253","Rock 305",2,"GW","manacled sculpin","SYGI",NA,2015,0
"1254","Rock 305",2,"GW","mosshead warbonnet","CHNU",NA,2015,0
"1255","Rock 305",2,"GW","no_transect_no_data","NO_DATA",NA,2015,0
"1256","Rock 305",2,"GW","pile perch","RHVA",NA,2015,0
"1257","Rock 305",2,"GW","quillback rockfish","SEMA","small",2015,0
"1258","Rock 305",2,"GW","rockfish","SEBSPP","large",2015,0
"1259","Rock 305",2,"GW","rockfish","SEBSPP","small",2015,0
"1260","Rock 305",2,"GW","sanddabs","CITH",NA,2015,0
"1261","Rock 305",2,"GW","scalyhead sculpin","ARHA",NA,2015,0
"1262","Rock 305",2,"GW","sculpin","COTT",NA,2015,0
"1263","Rock 305",2,"GW","surfperch","EMBI",NA,2015,0
"1264","Rock 305",2,"GW","unidentified fish","UNID",NA,2015,0
"1265","Rock 305",2,"GW","whitespotted greenling","HEST",NA,2015,0
"1266","Rock 305",2,"GW","yellowtail rockfish","SEFL","large",2015,0
"1267","Rock 305",2,"GW","yellowtail rockfish","SEFL","small",2015,0
"1268","Rock 305",2,"GW","yellowtail-black yoy","SEBYT","small",2015,0
"1269","Rock 305",2,"GW",NA,"AMHE",NA,2015,0
"1270","Rock 305",2,"NT","Black rockfish","SEME","large",2015,0
"1271","Rock 305",2,"NT","Blackeye goby","RHNI",NA,2015,0
"1272","Rock 305",2,"NT","Buffalo sculpin","ENBI",NA,2015,0
"1273","Rock 305",2,"NT","Cabezon","SCMA",NA,2015,0
"1274","Rock 305",2,"NT","Copper rockfish","SECA","large",2015,0
"1275","Rock 305",2,"NT","Great sculpin","MYOP",NA,2015,0
"1276","Rock 305",2,"NT","Kelp greenling","HEDE",NA,2015,0
"1277","Rock 305",2,"NT","Lingcod","OPEL",NA,2015,0
"1278","Rock 305",2,"NT","Painted greenling","OXPI",NA,2015,0
"1279","Rock 305",2,"NT","Quillback rockfish","SEMA","large",2015,0
"1280","Rock 305",2,"NT","Red Irish Lord","HEHE",NA,2015,0
"1281","Rock 305",2,"NT","Rock greenling","HELA",NA,2015,0
"1282","Rock 305",2,"NT","Striped seaperch","EMLA",NA,2015,0
"1283","Rock 305",2,"NT","Tubesnout","AUFL",NA,2015,0
"1284","Rock 305",2,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"1285","Rock 305",2,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1286","Rock 305",2,"NT","black rockfish","SEME","small",2015,0
"1287","Rock 305",2,"NT","blue rockfish","SEMY","large",2015,0
"1288","Rock 305",2,"NT","blue rockfish","SEMY","small",2015,0
"1289","Rock 305",2,"NT","c-o sole","PLCO",NA,2015,0
"1290","Rock 305",2,"NT","canary rockfish","SEPI","large",2015,0
"1291","Rock 305",2,"NT","canary rockfish","SEPI","small",2015,0
"1292","Rock 305",2,"NT","china rockfish","SENE","large",2015,0
"1293","Rock 305",2,"NT","china rockfish","SENE","small",2015,0
"1294","Rock 305",2,"NT","copper rockfish","SECA","small",2015,0
"1295","Rock 305",2,"NT","greenlings","HEXA",NA,2015,0
"1296","Rock 305",2,"NT","gunnels","PHOL",NA,2015,0
"1297","Rock 305",2,"NT","herring","CLUP",NA,2015,0
"1298","Rock 305",2,"NT","kelp clingfish","RIMU",NA,2015,0
"1299","Rock 305",2,"NT","longfin sculpin","JOZO",NA,2015,0
"1300","Rock 305",2,"NT","manacled sculpin","SYGI",NA,2015,0
"1301","Rock 305",2,"NT","mosshead warbonnet","CHNU",NA,2015,0
"1302","Rock 305",2,"NT","no_transect_no_data","NO_DATA",NA,2015,0
"1303","Rock 305",2,"NT","pile perch","RHVA",NA,2015,0
"1304","Rock 305",2,"NT","quillback rockfish","SEMA","small",2015,0
"1305","Rock 305",2,"NT","rockfish","SEBSPP","large",2015,0
"1306","Rock 305",2,"NT","rockfish","SEBSPP","small",2015,0
"1307","Rock 305",2,"NT","sanddabs","CITH",NA,2015,0
"1308","Rock 305",2,"NT","scalyhead sculpin","ARHA",NA,2015,0
"1309","Rock 305",2,"NT","sculpin","COTT",NA,2015,0
"1310","Rock 305",2,"NT","surfperch","EMBI",NA,2015,0
"1311","Rock 305",2,"NT","unidentified fish","UNID",NA,2015,0
"1312","Rock 305",2,"NT","whitespotted greenling","HEST",NA,2015,0
"1313","Rock 305",2,"NT","yellowtail rockfish","SEFL","large",2015,0
"1314","Rock 305",2,"NT","yellowtail rockfish","SEFL","small",2015,0
"1315","Rock 305",2,"NT","yellowtail-black yoy","SEBYT","small",2015,0
"1316","Rock 305",2,"NT",NA,"AMHE",NA,2015,0
"1317","Tatoosh Island",1,"KA","Black rockfish","SEME","large",2015,1
"1318","Tatoosh Island",1,"KA","Blackeye goby","RHNI",NA,2015,0
"1319","Tatoosh Island",1,"KA","Buffalo sculpin","ENBI",NA,2015,0
"1320","Tatoosh Island",1,"KA","Cabezon","SCMA",NA,2015,0
"1321","Tatoosh Island",1,"KA","Copper rockfish","SECA","large",2015,0
"1322","Tatoosh Island",1,"KA","Great sculpin","MYOP",NA,2015,0
"1323","Tatoosh Island",1,"KA","Kelp greenling","HEDE",NA,2015,1
"1324","Tatoosh Island",1,"KA","Lingcod","OPEL",NA,2015,0
"1325","Tatoosh Island",1,"KA","Painted greenling","OXPI",NA,2015,0
"1326","Tatoosh Island",1,"KA","Quillback rockfish","SEMA","large",2015,0
"1327","Tatoosh Island",1,"KA","Red Irish Lord","HEHE",NA,2015,0
"1328","Tatoosh Island",1,"KA","Rock greenling","HELA",NA,2015,0
"1329","Tatoosh Island",1,"KA","Striped seaperch","EMLA",NA,2015,0
"1330","Tatoosh Island",1,"KA","Tubesnout","AUFL",NA,2015,0
"1331","Tatoosh Island",1,"KA","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"1332","Tatoosh Island",1,"KA","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1333","Tatoosh Island",1,"KA","black rockfish","SEME","small",2015,0
"1334","Tatoosh Island",1,"KA","blue rockfish","SEMY","large",2015,0
"1335","Tatoosh Island",1,"KA","blue rockfish","SEMY","small",2015,0
"1336","Tatoosh Island",1,"KA","c-o sole","PLCO",NA,2015,0
"1337","Tatoosh Island",1,"KA","canary rockfish","SEPI","large",2015,0
"1338","Tatoosh Island",1,"KA","canary rockfish","SEPI","small",2015,0
"1339","Tatoosh Island",1,"KA","china rockfish","SENE","large",2015,0
"1340","Tatoosh Island",1,"KA","china rockfish","SENE","small",2015,0
"1341","Tatoosh Island",1,"KA","copper rockfish","SECA","small",2015,0
"1342","Tatoosh Island",1,"KA","greenlings","HEXA",NA,2015,0
"1343","Tatoosh Island",1,"KA","gunnels","PHOL",NA,2015,0
"1344","Tatoosh Island",1,"KA","herring","CLUP",NA,2015,0
"1345","Tatoosh Island",1,"KA","kelp clingfish","RIMU",NA,2015,0
"1346","Tatoosh Island",1,"KA","longfin sculpin","JOZO",NA,2015,0
"1347","Tatoosh Island",1,"KA","manacled sculpin","SYGI",NA,2015,0
"1348","Tatoosh Island",1,"KA","mosshead warbonnet","CHNU",NA,2015,0
"1349","Tatoosh Island",1,"KA","no_transect_no_data","NO_DATA",NA,2015,0
"1350","Tatoosh Island",1,"KA","pile perch","RHVA",NA,2015,0
"1351","Tatoosh Island",1,"KA","quillback rockfish","SEMA","small",2015,0
"1352","Tatoosh Island",1,"KA","rockfish","SEBSPP","large",2015,0
"1353","Tatoosh Island",1,"KA","rockfish","SEBSPP","small",2015,0
"1354","Tatoosh Island",1,"KA","sanddabs","CITH",NA,2015,0
"1355","Tatoosh Island",1,"KA","scalyhead sculpin","ARHA",NA,2015,0
"1356","Tatoosh Island",1,"KA","sculpin","COTT",NA,2015,0
"1357","Tatoosh Island",1,"KA","surfperch","EMBI",NA,2015,0
"1358","Tatoosh Island",1,"KA","unidentified fish","UNID",NA,2015,0
"1359","Tatoosh Island",1,"KA","whitespotted greenling","HEST",NA,2015,0
"1360","Tatoosh Island",1,"KA","yellowtail rockfish","SEFL","large",2015,0
"1361","Tatoosh Island",1,"KA","yellowtail rockfish","SEFL","small",2015,0
"1362","Tatoosh Island",1,"KA","yellowtail-black yoy","SEBYT","small",2015,0
"1363","Tatoosh Island",1,"KA",NA,"AMHE",NA,2015,0
"1364","Tatoosh Island",1,"NT","Black rockfish","SEME","large",2015,0
"1365","Tatoosh Island",1,"NT","Blackeye goby","RHNI",NA,2015,0
"1366","Tatoosh Island",1,"NT","Buffalo sculpin","ENBI",NA,2015,0
"1367","Tatoosh Island",1,"NT","Cabezon","SCMA",NA,2015,0
"1368","Tatoosh Island",1,"NT","Copper rockfish","SECA","large",2015,0
"1369","Tatoosh Island",1,"NT","Great sculpin","MYOP",NA,2015,0
"1370","Tatoosh Island",1,"NT","Kelp greenling","HEDE",NA,2015,1
"1371","Tatoosh Island",1,"NT","Lingcod","OPEL",NA,2015,1
"1372","Tatoosh Island",1,"NT","Painted greenling","OXPI",NA,2015,0
"1373","Tatoosh Island",1,"NT","Quillback rockfish","SEMA","large",2015,0
"1374","Tatoosh Island",1,"NT","Red Irish Lord","HEHE",NA,2015,0
"1375","Tatoosh Island",1,"NT","Rock greenling","HELA",NA,2015,0
"1376","Tatoosh Island",1,"NT","Striped seaperch","EMLA",NA,2015,0
"1377","Tatoosh Island",1,"NT","Tubesnout","AUFL",NA,2015,0
"1378","Tatoosh Island",1,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"1379","Tatoosh Island",1,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1380","Tatoosh Island",1,"NT","black rockfish","SEME","small",2015,0
"1381","Tatoosh Island",1,"NT","blue rockfish","SEMY","large",2015,0
"1382","Tatoosh Island",1,"NT","blue rockfish","SEMY","small",2015,0
"1383","Tatoosh Island",1,"NT","c-o sole","PLCO",NA,2015,0
"1384","Tatoosh Island",1,"NT","canary rockfish","SEPI","large",2015,0
"1385","Tatoosh Island",1,"NT","canary rockfish","SEPI","small",2015,0
"1386","Tatoosh Island",1,"NT","china rockfish","SENE","large",2015,0
"1387","Tatoosh Island",1,"NT","china rockfish","SENE","small",2015,0
"1388","Tatoosh Island",1,"NT","copper rockfish","SECA","small",2015,0
"1389","Tatoosh Island",1,"NT","greenlings","HEXA",NA,2015,0
"1390","Tatoosh Island",1,"NT","gunnels","PHOL",NA,2015,0
"1391","Tatoosh Island",1,"NT","herring","CLUP",NA,2015,0
"1392","Tatoosh Island",1,"NT","kelp clingfish","RIMU",NA,2015,0
"1393","Tatoosh Island",1,"NT","longfin sculpin","JOZO",NA,2015,0
"1394","Tatoosh Island",1,"NT","manacled sculpin","SYGI",NA,2015,0
"1395","Tatoosh Island",1,"NT","mosshead warbonnet","CHNU",NA,2015,0
"1396","Tatoosh Island",1,"NT","no_transect_no_data","NO_DATA",NA,2015,0
"1397","Tatoosh Island",1,"NT","pile perch","RHVA",NA,2015,0
"1398","Tatoosh Island",1,"NT","quillback rockfish","SEMA","small",2015,0
"1399","Tatoosh Island",1,"NT","rockfish","SEBSPP","large",2015,0
"1400","Tatoosh Island",1,"NT","rockfish","SEBSPP","small",2015,0
"1401","Tatoosh Island",1,"NT","sanddabs","CITH",NA,2015,0
"1402","Tatoosh Island",1,"NT","scalyhead sculpin","ARHA",NA,2015,0
"1403","Tatoosh Island",1,"NT","sculpin","COTT",NA,2015,0
"1404","Tatoosh Island",1,"NT","surfperch","EMBI",NA,2015,0
"1405","Tatoosh Island",1,"NT","unidentified fish","UNID",NA,2015,0
"1406","Tatoosh Island",1,"NT","whitespotted greenling","HEST",NA,2015,0
"1407","Tatoosh Island",1,"NT","yellowtail rockfish","SEFL","large",2015,0
"1408","Tatoosh Island",1,"NT","yellowtail rockfish","SEFL","small",2015,0
"1409","Tatoosh Island",1,"NT","yellowtail-black yoy","SEBYT","small",2015,0
"1410","Tatoosh Island",1,"NT",NA,"AMHE",NA,2015,0
"1411","Tatoosh Island",2,"KA","Black rockfish","SEME","large",2015,0
"1412","Tatoosh Island",2,"KA","Blackeye goby","RHNI",NA,2015,0
"1413","Tatoosh Island",2,"KA","Buffalo sculpin","ENBI",NA,2015,0
"1414","Tatoosh Island",2,"KA","Cabezon","SCMA",NA,2015,0
"1415","Tatoosh Island",2,"KA","Copper rockfish","SECA","large",2015,0
"1416","Tatoosh Island",2,"KA","Great sculpin","MYOP",NA,2015,0
"1417","Tatoosh Island",2,"KA","Kelp greenling","HEDE",NA,2015,0
"1418","Tatoosh Island",2,"KA","Lingcod","OPEL",NA,2015,0
"1419","Tatoosh Island",2,"KA","Painted greenling","OXPI",NA,2015,0
"1420","Tatoosh Island",2,"KA","Quillback rockfish","SEMA","large",2015,0
"1421","Tatoosh Island",2,"KA","Red Irish Lord","HEHE",NA,2015,0
"1422","Tatoosh Island",2,"KA","Rock greenling","HELA",NA,2015,0
"1423","Tatoosh Island",2,"KA","Striped seaperch","EMLA",NA,2015,0
"1424","Tatoosh Island",2,"KA","Tubesnout","AUFL",NA,2015,0
"1425","Tatoosh Island",2,"KA","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"1426","Tatoosh Island",2,"KA","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1427","Tatoosh Island",2,"KA","black rockfish","SEME","small",2015,0
"1428","Tatoosh Island",2,"KA","blue rockfish","SEMY","large",2015,0
"1429","Tatoosh Island",2,"KA","blue rockfish","SEMY","small",2015,0
"1430","Tatoosh Island",2,"KA","c-o sole","PLCO",NA,2015,0
"1431","Tatoosh Island",2,"KA","canary rockfish","SEPI","large",2015,0
"1432","Tatoosh Island",2,"KA","canary rockfish","SEPI","small",2015,0
"1433","Tatoosh Island",2,"KA","china rockfish","SENE","large",2015,0
"1434","Tatoosh Island",2,"KA","china rockfish","SENE","small",2015,0
"1435","Tatoosh Island",2,"KA","copper rockfish","SECA","small",2015,0
"1436","Tatoosh Island",2,"KA","greenlings","HEXA",NA,2015,0
"1437","Tatoosh Island",2,"KA","gunnels","PHOL",NA,2015,0
"1438","Tatoosh Island",2,"KA","herring","CLUP",NA,2015,0
"1439","Tatoosh Island",2,"KA","kelp clingfish","RIMU",NA,2015,0
"1440","Tatoosh Island",2,"KA","longfin sculpin","JOZO",NA,2015,0
"1441","Tatoosh Island",2,"KA","manacled sculpin","SYGI",NA,2015,0
"1442","Tatoosh Island",2,"KA","mosshead warbonnet","CHNU",NA,2015,0
"1443","Tatoosh Island",2,"KA","no_transect_no_data","NO_DATA",NA,2015,0
"1444","Tatoosh Island",2,"KA","pile perch","RHVA",NA,2015,0
"1445","Tatoosh Island",2,"KA","quillback rockfish","SEMA","small",2015,0
"1446","Tatoosh Island",2,"KA","rockfish","SEBSPP","large",2015,0
"1447","Tatoosh Island",2,"KA","rockfish","SEBSPP","small",2015,0
"1448","Tatoosh Island",2,"KA","sanddabs","CITH",NA,2015,0
"1449","Tatoosh Island",2,"KA","scalyhead sculpin","ARHA",NA,2015,0
"1450","Tatoosh Island",2,"KA","sculpin","COTT",NA,2015,0
"1451","Tatoosh Island",2,"KA","surfperch","EMBI",NA,2015,0
"1452","Tatoosh Island",2,"KA","unidentified fish","UNID",NA,2015,0
"1453","Tatoosh Island",2,"KA","whitespotted greenling","HEST",NA,2015,0
"1454","Tatoosh Island",2,"KA","yellowtail rockfish","SEFL","large",2015,0
"1455","Tatoosh Island",2,"KA","yellowtail rockfish","SEFL","small",2015,0
"1456","Tatoosh Island",2,"KA","yellowtail-black yoy","SEBYT","small",2015,0
"1457","Tatoosh Island",2,"KA",NA,"AMHE",NA,2015,0
"1458","Tatoosh Island",2,"NT","Black rockfish","SEME","large",2015,0
"1459","Tatoosh Island",2,"NT","Blackeye goby","RHNI",NA,2015,0
"1460","Tatoosh Island",2,"NT","Buffalo sculpin","ENBI",NA,2015,0
"1461","Tatoosh Island",2,"NT","Cabezon","SCMA",NA,2015,0
"1462","Tatoosh Island",2,"NT","Copper rockfish","SECA","large",2015,0
"1463","Tatoosh Island",2,"NT","Great sculpin","MYOP",NA,2015,0
"1464","Tatoosh Island",2,"NT","Kelp greenling","HEDE",NA,2015,0
"1465","Tatoosh Island",2,"NT","Lingcod","OPEL",NA,2015,0
"1466","Tatoosh Island",2,"NT","Painted greenling","OXPI",NA,2015,0
"1467","Tatoosh Island",2,"NT","Quillback rockfish","SEMA","large",2015,0
"1468","Tatoosh Island",2,"NT","Red Irish Lord","HEHE",NA,2015,0
"1469","Tatoosh Island",2,"NT","Rock greenling","HELA",NA,2015,1
"1470","Tatoosh Island",2,"NT","Striped seaperch","EMLA",NA,2015,0
"1471","Tatoosh Island",2,"NT","Tubesnout","AUFL",NA,2015,0
"1472","Tatoosh Island",2,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"1473","Tatoosh Island",2,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1474","Tatoosh Island",2,"NT","black rockfish","SEME","small",2015,0
"1475","Tatoosh Island",2,"NT","blue rockfish","SEMY","large",2015,0
"1476","Tatoosh Island",2,"NT","blue rockfish","SEMY","small",2015,0
"1477","Tatoosh Island",2,"NT","c-o sole","PLCO",NA,2015,0
"1478","Tatoosh Island",2,"NT","canary rockfish","SEPI","large",2015,0
"1479","Tatoosh Island",2,"NT","canary rockfish","SEPI","small",2015,0
"1480","Tatoosh Island",2,"NT","china rockfish","SENE","large",2015,0
"1481","Tatoosh Island",2,"NT","china rockfish","SENE","small",2015,0
"1482","Tatoosh Island",2,"NT","copper rockfish","SECA","small",2015,0
"1483","Tatoosh Island",2,"NT","greenlings","HEXA",NA,2015,0
"1484","Tatoosh Island",2,"NT","gunnels","PHOL",NA,2015,0
"1485","Tatoosh Island",2,"NT","herring","CLUP",NA,2015,0
"1486","Tatoosh Island",2,"NT","kelp clingfish","RIMU",NA,2015,0
"1487","Tatoosh Island",2,"NT","longfin sculpin","JOZO",NA,2015,0
"1488","Tatoosh Island",2,"NT","manacled sculpin","SYGI",NA,2015,0
"1489","Tatoosh Island",2,"NT","mosshead warbonnet","CHNU",NA,2015,0
"1490","Tatoosh Island",2,"NT","no_transect_no_data","NO_DATA",NA,2015,0
"1491","Tatoosh Island",2,"NT","pile perch","RHVA",NA,2015,0
"1492","Tatoosh Island",2,"NT","quillback rockfish","SEMA","small",2015,0
"1493","Tatoosh Island",2,"NT","rockfish","SEBSPP","large",2015,0
"1494","Tatoosh Island",2,"NT","rockfish","SEBSPP","small",2015,0
"1495","Tatoosh Island",2,"NT","sanddabs","CITH",NA,2015,0
"1496","Tatoosh Island",2,"NT","scalyhead sculpin","ARHA",NA,2015,0
"1497","Tatoosh Island",2,"NT","sculpin","COTT",NA,2015,0
"1498","Tatoosh Island",2,"NT","surfperch","EMBI",NA,2015,0
