"entry.order","YEAR","MONTH","DAY","SITE","OBSERVER","BUDDY","SIDE","ZONE","TRANSECT","HEADING","DEPTH..M.","DEPTH..FT.","SEGMENT","CATEGORY","CLASSCODE","COUNT","Cntrl.a","notes","problems"
12418,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"10-20m","RELIEF","10cm-1m",7,NA,NA,NA
12419,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"10-20m","RELIEF","0-10cm",3,NA,NA,NA
12420,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"20-30m","RELIEF","0-10cm",3,NA,NA,NA
12421,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"20-30m","RELIEF","10cm-1m",7,NA,NA,NA
12422,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"0-10m","COVER","BRANCH",4,NA,NA,NA
12423,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"0-10m","COVER","LEAFYRED",1,NA,NA,NA
12424,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"0-10m","COVER","CRUCOR",1,NA,NA,NA
12425,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"0-10m","COVER","BROWNUN",4,NA,NA,NA
12426,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"10-20m","COVER","BRANCH",5,NA,NA,NA
12427,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"10-20m","COVER","LEAFYRED",1,NA,NA,NA
12428,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"10-20m","COVER","ENCRED",1,NA,NA,NA
12429,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"10-20m","COVER","CRUCOR",1,NA,NA,NA
12430,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"10-20m","COVER","BROWNUN",1,NA,NA,NA
12431,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"10-20m","COVER","BARROC",1,NA,NA,NA
12432,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"20-30m","COVER","BRANCH",7,NA,NA,NA
12433,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"20-30m","COVER","LEAFYRED",2,NA,NA,NA
12434,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,3,NA,NA,15,"20-30m","COVER","CRUCOR",1,NA,NA,NA
12435,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","SUBSTRATE","BEDRK",7,NA,NA,NA
12436,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","SUBSTRATE","BOULD",2,NA,NA,NA
12437,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","SUBSTRATE","COB",1,NA,NA,NA
12438,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","SUBSTRATE","BEDRK",10,NA,NA,NA
12439,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","SUBSTRATE","BEDRK",10,NA,NA,NA
12440,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","RELIEF","0-10cm",2,NA,NA,NA
12441,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","RELIEF","10cm-1m",5,NA,NA,NA
12442,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","RELIEF","1m-2m",3,NA,NA,NA
12443,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","RELIEF","0-10cm",5,NA,NA,NA
12444,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","RELIEF","10cm-1m",5,NA,NA,NA
12445,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","RELIEF","10cm-1m",5,NA,NA,NA
12446,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","RELIEF","0-10cm",5,NA,NA,NA
12447,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","COVER","BRANCH",5,NA,NA,NA
12448,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","COVER","LEAFYRED",3,NA,NA,NA
12449,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","COVER","CRUCOR",1,NA,NA,NA
12450,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"0-10m","COVER","CUPCOR",1,NA,NA,NA
12451,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","COVER","BRANCH",5,NA,NA,NA
12452,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","COVER","LEAFYRED",2,NA,NA,NA
12453,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","COVER","ENCRED",1,NA,NA,NA
12454,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","COVER","CRUCOR",1,NA,NA,NA
12455,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"10-20m","COVER","NEREO_HF",1,NA,NA,NA
12456,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","COVER","BRANCH",5,NA,NA,NA
12457,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","COVER","LEAFYRED",3,NA,NA,NA
12458,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","COVER","CRUCOR",1,NA,NA,NA
12459,2024,7,30,"Neah Bay","Alison Haupt","Steve Lonhart",NA,5,4,NA,NA,15,"20-30m","COVER","HYDROID",1,NA,NA,NA
12460,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"0-10m","SUBSTRATE","BEDRK",10,NA,NA,NA
12461,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"10-20m","SUBSTRATE","BEDRK",5,NA,NA,NA
12462,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"10-20m","SUBSTRATE","BOULD",1,NA,NA,NA
12463,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"10-20m","SUBSTRATE","COB",4,NA,NA,NA
12464,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"20-30m","SUBSTRATE","BEDRK",7,NA,NA,NA
12465,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"20-30m","SUBSTRATE","BOULD",3,NA,NA,NA
12466,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"0-10m","RELIEF","0-10cm",1,NA,NA,NA
12467,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"0-10m","RELIEF","10cm-1m",8,NA,NA,NA
12468,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"0-10m","RELIEF","1m-2m",1,NA,NA,NA
12469,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"10-20m","RELIEF","1m-2m",2,NA,NA,NA
12470,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"10-20m","RELIEF","10cm-1m",7,NA,NA,NA
12471,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"10-20m","RELIEF","0-10cm",1,NA,NA,NA
12472,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"20-30m","RELIEF","0-10cm",1,NA,NA,NA
12473,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"20-30m","RELIEF","10cm-1m",7,NA,NA,NA
12474,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"20-30m","RELIEF","1m-2m",2,NA,NA,NA
12475,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"0-10m","COVER","BRANCH",2,NA,NA,NA
12476,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"0-10m","COVER","LEAFYRED",2,NA,NA,NA
12477,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"0-10m","COVER","BROWNUN",6,NA,NA,NA
12478,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"10-20m","COVER","BROWNUN",6,NA,NA,NA
12479,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"10-20m","COVER","CRUCOR",3,NA,NA,NA
12480,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"10-20m","COVER","LEAFYRED",1,NA,NA,NA
12481,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"20-30m","COVER","LEAFYRED",2,NA,NA,NA
12482,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"20-30m","COVER","BRANCH",2,NA,NA,NA
12483,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,1,NA,NA,30,"20-30m","COVER","BROWNUN",6,NA,NA,NA
12484,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"0-10m","SUBSTRATE","BEDRK",2,NA,NA,NA
12485,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"0-10m","SUBSTRATE","BOULD",4,NA,NA,NA
12486,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"0-10m","SUBSTRATE","COB",4,NA,NA,NA
12487,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"10-20m","SUBSTRATE","BEDRK",10,NA,NA,NA
12488,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"20-30m","SUBSTRATE","BEDRK",10,NA,NA,NA
12489,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"0-10m","RELIEF","0-10cm",5,NA,NA,NA
12490,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"0-10m","RELIEF","10cm-1m",5,NA,NA,NA
12491,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"10-20m","RELIEF","10cm-1m",3,NA,NA,NA
12492,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"10-20m","RELIEF","0-10cm",7,NA,NA,NA
12493,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"20-30m","RELIEF","0-10cm",5,NA,NA,NA
12494,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"20-30m","RELIEF","10cm-1m",5,NA,NA,NA
12495,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"0-10m","COVER","BRANCH",1,NA,NA,NA
12496,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"0-10m","COVER","LACY",1,NA,NA,NA
12497,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"0-10m","COVER","CRUCOR",1,NA,NA,NA
12498,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"0-10m","COVER","BROWNUN",6,NA,NA,NA
12499,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"0-10m","COVER","BARROC",1,NA,NA,NA
12500,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"10-20m","COVER","BROWNUN",8,NA,NA,NA
12501,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"10-20m","COVER","LEAFYRED",2,NA,NA,NA
12502,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"20-30m","COVER","LEAFYRED",3,NA,NA,NA
12503,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"20-30m","COVER","LACY",1,NA,NA,NA
12504,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"20-30m","COVER","ENCRED",1,NA,NA,NA
12505,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"20-30m","COVER","ARTCOR",1,NA,NA,NA
12506,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,2,NA,NA,30,"20-30m","COVER","BROWNUN",4,NA,NA,NA
12507,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"0-10m","SUBSTRATE","BEDRK",10,NA,NA,NA
12508,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"10-20m","SUBSTRATE","BEDRK",7,NA,NA,NA
12509,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"10-20m","SUBSTRATE","BOULD",1,NA,NA,NA
12510,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"10-20m","SUBSTRATE","COB",2,NA,NA,NA
12511,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"20-30m","SUBSTRATE","COB",1,NA,NA,NA
12512,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"20-30m","SUBSTRATE","BEDRK",9,NA,NA,NA
12513,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"0-10m","RELIEF","0-10cm",6,NA,NA,NA
12514,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"0-10m","RELIEF","10cm-1m",4,NA,NA,NA
12515,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"10-20m","RELIEF","10cm-1m",4,NA,NA,NA
12516,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"10-20m","RELIEF","0-10cm",6,NA,NA,NA
12517,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"20-30m","RELIEF","0-10cm",8,NA,NA,NA
12518,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"20-30m","RELIEF","10cm-1m",2,NA,NA,NA
12519,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"0-10m","COVER","BRANCH",1,NA,NA,NA
12520,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"0-10m","COVER","LEAFYRED",3,NA,NA,NA
12521,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"0-10m","COVER","CRUCOR",1,NA,NA,NA
12522,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"0-10m","COVER","BROWNUN",5,NA,NA,NA
12523,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"10-20m","COVER","BROWNUN",5,NA,NA,NA
12524,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"10-20m","COVER","PTERO",1,NA,NA,NA
12525,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"10-20m","COVER","CRUCOR",2,NA,NA,NA
12526,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"10-20m","COVER","BUSHY",1,NA,NA,NA
12527,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"10-20m","COVER","LEAFYRED",1,NA,NA,NA
12528,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"20-30m","COVER","LEAFYRED",3,NA,NA,NA
12529,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"20-30m","COVER","BUSHY",1,NA,NA,NA
12530,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"20-30m","COVER","CRUCOR",1,NA,NA,NA
12531,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,3,NA,NA,30,"20-30m","COVER","BROWNUN",5,NA,NA,NA
12532,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"0-10m","SUBSTRATE","BEDRK",10,NA,NA,NA
12533,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"0-10m","SUBSTRATE","COB",1,NA,NA,NA
12534,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"0-10m","SUBSTRATE","SAND",1,NA,NA,NA
12535,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"10-20m","SUBSTRATE","BEDRK",1,NA,NA,NA
12536,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"10-20m","SUBSTRATE","BOULD",2,NA,NA,NA
12537,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"10-20m","SUBSTRATE","COB",4,NA,NA,NA
12538,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"10-20m","SUBSTRATE","SAND",3,NA,NA,NA
12539,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"20-30m","SUBSTRATE","SAND",2,NA,NA,NA
12540,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"20-30m","SUBSTRATE","COB",2,NA,NA,NA
12541,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"20-30m","SUBSTRATE","BEDRK",6,NA,NA,NA
12542,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"0-10m","RELIEF","0-10cm",10,NA,NA,NA
12543,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"10-20m","RELIEF","0-10cm",6,NA,NA,NA
12544,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"10-20m","RELIEF","10cm-1m",4,NA,NA,NA
12545,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"20-30m","RELIEF","0-10cm",10,NA,NA,NA
12546,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"0-10m","COVER","SAND",1,NA,NA,NA
12547,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"0-10m","COVER","BRANCH",2,NA,NA,NA
12548,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"0-10m","COVER","LEAFYRED",1,NA,NA,NA
12549,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"0-10m","COVER","BROWNUN",6,NA,NA,NA
12550,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"10-20m","COVER","SAND",2,NA,NA,NA
12551,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"10-20m","COVER","BRANCH",1,NA,NA,NA
12552,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"10-20m","COVER","LEAFYRED",1,NA,NA,NA
12553,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"10-20m","COVER","BROWNUN",5,NA,NA,NA
12554,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"10-20m","COVER","BARROC",1,NA,NA,NA
12555,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"20-30m","COVER","SAND",2,NA,NA,NA
12556,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"20-30m","COVER","BRANCH",1,NA,NA,NA
12557,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"20-30m","COVER","LEAFYRED",3,NA,NA,NA
12558,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,4,NA,NA,30,"20-30m","COVER","BROWNUN",4,NA,NA,NA
12559,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"0-10m","SUBSTRATE","BEDRK",5,NA,NA,NA
12560,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"0-10m","SUBSTRATE","BOULD",3,NA,NA,NA
12561,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"0-10m","SUBSTRATE","COB",1,NA,NA,NA
12562,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"0-10m","SUBSTRATE","SAND",1,NA,NA,NA
12563,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"10-20m","SUBSTRATE","BEDRK",10,NA,NA,NA
12564,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"20-30m","SUBSTRATE","BEDRK",9,NA,NA,NA
12565,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"20-30m","SUBSTRATE","SAND",1,NA,NA,NA
12566,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"0-10m","RELIEF","0-10cm",6,NA,NA,NA
12567,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"0-10m","RELIEF","10cm-1m",4,NA,NA,NA
12568,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"10-20m","RELIEF","0-10cm",10,NA,NA,NA
12569,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"20-30m","RELIEF","0-10cm",10,NA,NA,NA
12570,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"0-10m","COVER","SAND",1,NA,NA,NA
12571,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"0-10m","COVER","BRANCH",5,NA,NA,NA
12572,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"0-10m","COVER","CRUCOR",1,NA,NA,NA
12573,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"0-10m","COVER","BROWNUN",3,NA,NA,NA
12574,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"10-20m","COVER","BRANCH",1,NA,NA,NA
12575,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"10-20m","COVER","LEAFYRED",1,NA,NA,NA
12576,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"10-20m","COVER","CRUCOR",1,NA,NA,NA
12577,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"10-20m","COVER","BROWNUN",5,NA,NA,NA
12578,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"10-20m","COVER","BARROC",1,NA,NA,NA
12579,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"10-20m","COVER","ANEM",1,NA,NA,NA
12580,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"20-30m","COVER","SAND",1,NA,NA,NA
12581,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"20-30m","COVER","LEAFYRED",1,NA,NA,NA
12582,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"20-30m","COVER","LACY",1,NA,NA,NA
12583,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"20-30m","COVER","CRUCOR",1,NA,NA,NA
12584,2024,7,30,"Neah Bay","Alison Haupt","Kelly Andrews",NA,10,5,NA,NA,30,"20-30m","COVER","BROWNUN",6,NA,NA,NA
12585,2024,7,30,"Neah Bay","Ole Shelton","Steve Lonhart",NA,5,1,NA,NA,17,"0-10m","SUBSTRATE","BEDRK",10,NA,NA,NA
12586,2024,7,30,"Neah Bay","Ole Shelton","Steve Lonhart",NA,5,1,NA,NA,17,"10-20m","SUBSTRATE","BEDRK",10,NA,NA,NA
12587,2024,7,30,"Neah Bay","Ole Shelton","Steve Lonhart",NA,5,1,NA,NA,17,"20-30m","SUBSTRATE","BEDRK",8,NA,NA,NA
12588,2024,7,30,"Neah Bay","Ole Shelton","Steve Lonhart",NA,5,1,NA,NA,17,"20-30m","SUBSTRATE","BOULD",2,NA,NA,NA
12589,2024,7,30,"Neah Bay","Ole Shelton","Steve Lonhart",NA,5,1,NA,NA,17,"0-10m","RELIEF","0-10cm",10,NA,NA,NA
12590,2024,7,30,"Neah Bay","Ole Shelton","Steve Lonhart",NA,5,1,NA,NA,17,"10-20m","RELIEF","0-10cm",10,NA,NA,NA
12591,2024,7,30,"Neah Bay","Ole Shelton","Steve Lonhart",NA,5,1,NA,NA,17,"20-30m","RELIEF","0-10cm",5,NA,NA,NA
12592,2024,7,30,"Neah Bay","Ole Shelton","Steve Lonhart",NA,5,1,NA,NA,17,"20-30m","RELIEF","10cm-1m",5,NA,NA,NA
12593,2024,7,30,"Neah Bay","Ole Shelton","Steve Lonhart",NA,5,1,NA,NA,17,"0-10m","COVER","SHELL",1,NA,NA,NA
