"sort_order","YEAR","MONTH","DAY","SITE","OBSERVER","BUDDY","SIDE","ZONE","LEVEL","TRANSECT","DEPTH_M","DEPTH_FT","VIS_M","SURGE","HEADING","TEMP_C","TEMP_F","SPECIES","SEGMENT","QUANTITY","SIZE..MIN.","SIZE..MAX.","Notes"
2785,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",2,NA,18,5,"L","80.0",NA,52,"EMLA",NA,2,20,20,NA
2786,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",2,NA,18,5,"L","80.0",NA,52,"EMLA",NA,3,25,25,NA
2787,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",2,NA,18,5,"L","80.0",NA,52,"HELA",NA,1,20,20,NA
2788,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",2,NA,18,5,"L","80.0",NA,52,"HEDE",NA,1,5,5,NA
2789,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",2,NA,18,5,"L","80.0",NA,52,"HEDE",NA,5,15,15,NA
2790,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",2,NA,18,5,"L","80.0",NA,52,"HEDE",NA,3,10,10,NA
2791,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",2,NA,18,5,"L","80.0",NA,52,"HEDE",NA,2,25,25,NA
2792,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",2,NA,18,5,"L","80.0",NA,52,"HEDE",NA,1,20,20,NA
2793,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"SECA",NA,6,4,4,NA
2794,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"SEBSPP",NA,7,5,5,NA
2795,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"SEME",NA,2,15,15,NA
2796,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"SEME",NA,6,25,25,NA
2797,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"SEME",NA,1,30,30,NA
2798,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"SEME",NA,2,35,35,NA
2799,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"SEPI",NA,3,4,4,NA
2800,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"SEPI",NA,4,5,5,NA
2801,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"SEPI",NA,1,6,6,NA
2802,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"RHVA",NA,2,15,15,NA
2803,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"EMLA",NA,1,10,10,NA
2804,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"EMLA",NA,1,15,15,NA
2805,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"EMLA",NA,1,20,20,NA
2806,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"EMLA",NA,6,25,25,NA
2807,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"HEDE",NA,1,5,5,NA
2808,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"HEDE",NA,4,15,15,NA
2809,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"HEDE",NA,1,25,25,NA
2810,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",3,NA,20,4.8,"L","80.0",NA,52,"HEDE",NA,2,30,30,NA
2811,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",4,NA,18,4.8,"L","80.0",NA,51,"SEPI",NA,2,5,5,NA
2812,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",4,NA,18,4.8,"L","80.0",NA,51,"SEME",NA,1,20,20,NA
2813,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",4,NA,18,4.8,"L","80.0",NA,51,"SEME",NA,1,25,25,NA
2814,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",4,NA,18,4.8,"L","80.0",NA,51,"SEME",NA,1,30,30,NA
2815,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",4,NA,18,4.8,"L","80.0",NA,51,"SEME",NA,3,35,35,NA
2816,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",4,NA,18,4.8,"L","80.0",NA,51,"EMLA",NA,3,10,10,NA
2817,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",4,NA,18,4.8,"L","80.0",NA,51,"EMLA",NA,5,15,15,NA
2818,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",4,NA,18,4.8,"L","80.0",NA,51,"EMLA",NA,2,25,25,NA
2819,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",4,NA,18,4.8,"L","80.0",NA,51,"HEDE",NA,1,15,15,NA
2820,2025,8,2,"Cape Alava","Nick Tolimieri","Emily Bishop","W",5,"BOT",4,NA,18,4.8,"L","80.0",NA,51,"HEDE",NA,3,20,20,NA
2821,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",1,NA,20,3.5,"L","260.0",NA,52,"SEME",NA,1,31,31,NA
2822,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",1,NA,20,3.5,"L","260.0",NA,52,"HEDE",NA,1,10,10,NA
2823,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",1,NA,20,3.5,"L","260.0",NA,52,"HEDE",NA,1,26,26,NA
2824,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",1,NA,20,3.5,"L","260.0",NA,52,"HEDE",NA,1,28,28,"MALE"
2825,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",1,NA,20,3.5,"L","260.0",NA,52,"AUFL",NA,1,7,7,NA
2826,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",2,NA,19,3.5,"L","260.0",NA,52,"SEME",NA,1,6,6,NA
2827,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",2,NA,19,3.5,"L","260.0",NA,52,"EMLA",NA,1,21,21,NA
2828,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",2,NA,19,3.5,"L","260.0",NA,52,"EMLA",NA,1,31,31,NA
2829,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",2,NA,19,3.5,"L","260.0",NA,52,"HEDE",NA,1,10,10,NA
2830,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",2,NA,19,3.5,"L","260.0",NA,52,"HEDE",NA,1,27,27,"MALE"
2831,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",2,NA,19,3.5,"L","260.0",NA,52,"HEDE",NA,1,32,32,"MALE"
2832,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",2,NA,19,3.5,"L","260.0",NA,52,"HEDE",NA,1,20,20,"MALE"
2833,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",2,NA,19,3.5,"L","260.0",NA,52,"HEDE",NA,1,32,32,"FEMALE"
2834,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",2,NA,19,3.5,"L","260.0",NA,52,"AUFL",NA,1,7,7,NA
2835,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",3,NA,17,4.8,"L","270.0",NA,53,"SEBYT",NA,89,5,5,NA
2836,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",3,NA,17,4.8,"L","270.0",NA,53,"SECA",NA,6,4,4,NA
2837,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",3,NA,17,4.8,"L","270.0",NA,53,"SEME",NA,1,31,31,NA
2838,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",3,NA,17,4.8,"L","270.0",NA,53,"SEPI",NA,1,5,5,NA
2839,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",3,NA,17,4.8,"L","270.0",NA,53,"SEBSPP",NA,7,4,4,"gold YOY"
2840,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",3,NA,17,4.8,"L","270.0",NA,53,"EMLA",NA,1,9,9,NA
2841,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",3,NA,17,4.8,"L","270.0",NA,53,"EMLA",NA,4,22,22,NA
2842,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",3,NA,17,4.8,"L","270.0",NA,53,"EMLA",NA,4,26,26,NA
2843,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",3,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,26,26,"MALE"
2844,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",3,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,28,28,"MALE"
2845,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",3,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,38,38,"FEMALE"
2846,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",3,NA,17,4.8,"L","270.0",NA,53,"AUFL",NA,1,7,7,NA
2847,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"SEFL",NA,36,5,5,NA
2848,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"SEBYT",NA,1,5,5,NA
2849,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"SECA",NA,33,4,4,NA
2850,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"SEPI",NA,3,5,5,NA
2851,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"SEME",NA,6,31,31,NA
2852,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"SEME",NA,2,36,36,NA
2853,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"EMLA",NA,4,9,9,NA
2854,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"EMLA",NA,1,28,28,NA
2855,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"EMLA",NA,1,24,24,NA
2856,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,17,17,NA
2857,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,10,10,NA
2858,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,21,21,NA
2859,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,28,28,"FEMALE"
2860,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,36,36,"FEMALE"
2861,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,22,22,"MALE"
2862,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,31,31,"MALE"
2863,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,37,37,"FEMALE"
2864,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,26,26,"FEMALE"
2865,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"HEDE",NA,1,24,24,"FEMALE"
2866,2025,8,2,"Cape Alava","Steve Lonhart","Catalina Burch","E",5,"BOT",4,NA,17,4.8,"L","270.0",NA,53,"AUFL",NA,8,6,6,NA
2867,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",1,NA,13,4.9,"L","20.0",NA,48,"SEBYT",NA,10,4,4,NA
2868,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",1,NA,13,4.9,"L","20.0",NA,48,"SEBYT",NA,2,3,3,NA
2869,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",1,NA,13,4.9,"L","20.0",NA,48,"SEBYT",NA,9,5,5,NA
2870,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",1,NA,13,4.9,"L","20.0",NA,48,"SEBYT",NA,14,6,6,NA
2871,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",1,NA,13,4.9,"L","20.0",NA,48,"SEME",NA,1,22,22,NA
2872,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",1,NA,13,4.9,"L","20.0",NA,48,"SEMY",NA,1,4,4,NA
2873,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",1,NA,13,4.9,"L","20.0",NA,48,"SEMY",NA,1,5,5,NA
2874,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",1,NA,13,4.9,"L","20.0",NA,48,"SEPI",NA,4,4,4,NA
2875,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",1,NA,13,4.9,"L","20.0",NA,48,"RHVA",NA,2,12,12,NA
2876,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",1,NA,13,4.9,"L","20.0",NA,48,"RHVA",NA,1,15,15,NA
2877,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",1,NA,13,4.9,"L","20.0",NA,48,"HEDE",NA,1,30,30,"FEMALE"
2878,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",1,NA,13,4.9,"L","20.0",NA,48,"HEDE",NA,1,35,35,"MALE"
2879,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"SEBYT",NA,1,3,3,NA
2880,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"SEBYT",NA,4,6,6,NA
2881,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"SEBYT",NA,10,4,4,NA
2882,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"SEBYT",NA,10,5,5,NA
2883,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"SECA",NA,2,5,5,NA
2884,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"SECA",NA,5,4,4,NA
2885,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"SEME",NA,1,6,6,NA
2886,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"SEME",NA,1,14,14,NA
2887,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"SEME",NA,1,30,30,NA
2888,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"SEME",NA,1,35,35,NA
2889,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"SEME",NA,1,40,40,NA
2890,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"SEPI",NA,6,4,4,NA
2891,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"EMLA",NA,2,8,8,NA
2892,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"EMLA",NA,6,10,10,NA
2893,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"EMLA",NA,4,12,12,NA
2894,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"EMLA",NA,2,5,5,NA
2895,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"EMLA",NA,1,35,35,NA
2896,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"HEDE",NA,1,25,25,"FEMALE"
2897,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"HEDE",NA,1,45,45,"FEMALE"
2898,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"HEDE",NA,1,8,8,NA
2899,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",2,NA,11,5.3,"L","20.0",NA,48,"HEDE",NA,1,12,12,NA
2900,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",3,NA,14,4.9,"L","20.0",NA,47,"SEBYT",NA,5,6,6,NA
2901,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",3,NA,14,4.9,"L","20.0",NA,47,"SEBYT",NA,2,8,8,NA
2902,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",3,NA,14,4.9,"L","20.0",NA,47,"SEME",NA,1,25,25,NA
2903,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",3,NA,14,4.9,"L","20.0",NA,47,"SEME",NA,2,30,30,NA
2904,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",3,NA,14,4.9,"L","20.0",NA,47,"SEME",NA,1,45,45,NA
2905,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",3,NA,14,4.9,"L","20.0",NA,47,"SEME",NA,1,50,50,NA
2906,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",3,NA,14,4.9,"L","20.0",NA,47,"EMLA",NA,1,10,10,NA
2907,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",3,NA,14,4.9,"L","20.0",NA,47,"EMLA",NA,1,15,15,NA
2908,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",3,NA,14,4.9,"L","20.0",NA,47,"EMLA",NA,1,25,25,NA
2909,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",3,NA,14,4.9,"L","20.0",NA,47,"EMLA",NA,1,30,30,NA
2910,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",3,NA,14,4.9,"L","20.0",NA,47,"OPEL",NA,1,50,50,NA
2911,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",4,NA,15,4.9,"L","20.0",NA,47,"SEBYT",NA,6,4,4,NA
2912,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",4,NA,15,4.9,"L","20.0",NA,47,"SEBYT",NA,1,6,6,NA
2913,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",4,NA,15,4.9,"L","20.0",NA,47,"EMLA",NA,5,15,15,NA
2914,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",4,NA,15,4.9,"L","20.0",NA,47,"EMLA",NA,5,20,20,NA
2915,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",4,NA,15,4.9,"L","20.0",NA,47,"HEDE",NA,1,15,15,NA
2916,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",4,NA,15,4.9,"L","20.0",NA,47,"HEDE",NA,1,25,25,NA
2917,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",4,NA,15,4.9,"L","20.0",NA,47,"HEDE",NA,1,35,35,"FEMALE"
2918,2025,7,31,"Cape Johnson","Jameal Samhouri","Emily Bishop","N",5,"BOT",4,NA,15,4.9,"L","20.0",NA,47,"HELA",NA,1,15,15,NA
2919,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",1,NA,20,4.5,"L","190.0",NA,49,"SEBYT",NA,7,4,4,NA
2920,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",1,NA,20,4.5,"L","190.0",NA,49,"SEBYT",NA,13,5,5,NA
2921,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",1,NA,20,4.5,"L","190.0",NA,49,"SEBYT",NA,8,6,6,NA
2922,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",1,NA,20,4.5,"L","190.0",NA,49,"SEBYT",NA,1,7,7,NA
2923,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",1,NA,20,4.5,"L","190.0",NA,49,"SEPI",NA,1,6,6,NA
2924,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",1,NA,20,4.5,"L","190.0",NA,49,"HEDE",NA,1,20,20,"MALE"
2925,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",1,NA,20,4.5,"L","190.0",NA,49,"HEDE",NA,1,23,23,"MALE"
2926,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",1,NA,20,4.5,"L","190.0",NA,49,"HEDE",NA,1,25,25,"MALE"
2927,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",2,NA,17,4.2,"L","190.0",NA,49,"SEME",NA,1,28,28,NA
2928,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",2,NA,17,4.2,"L","190.0",NA,49,"SEME",NA,1,31,31,NA
2929,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",2,NA,17,4.2,"L","190.0",NA,49,"SEPI",NA,1,5,5,NA
2930,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",2,NA,17,4.2,"L","190.0",NA,49,"OPEL",NA,1,65,65,NA
2931,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",2,NA,17,4.2,"L","190.0",NA,49,"HEDE",NA,1,21,21,"MALE"
2932,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",2,NA,17,4.2,"L","190.0",NA,49,"HEDE",NA,1,25,25,"MALE"
2933,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",2,NA,17,4.2,"L","190.0",NA,49,"HEDE",NA,1,27,27,"MALE"
2934,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",2,NA,17,4.2,"L","190.0",NA,49,"HEDE",NA,1,32,32,"MALE"
2935,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",3,NA,17,3.9,"L","190.0",NA,49,"SEME",NA,1,25,25,NA
2936,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",3,NA,17,3.9,"L","190.0",NA,49,"OPEL",NA,1,73,73,NA
2937,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",3,NA,17,3.9,"L","190.0",NA,49,"HEDE",NA,1,24,24,"MALE"
2938,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",3,NA,17,3.9,"L","190.0",NA,49,"HEDE",NA,1,28,28,"MALE"
2939,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",4,NA,17,3.6,"L","190.0",NA,49,"HEDE",NA,1,8,8,NA
2940,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",4,NA,17,3.6,"L","190.0",NA,49,"HEDE",NA,1,21,21,"MALE"
2941,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",4,NA,17,3.6,"L","190.0",NA,49,"HEDE",NA,1,26,26,"MALE"
2942,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",4,NA,17,3.6,"L","190.0",NA,49,"HEDE",NA,1,24,24,"FEMALE"
2943,2025,7,31,"Cape Johnson","Greg Williams","Nick Tolimieri","S",10,"BOT",4,NA,17,3.6,"L","190.0",NA,49,"HEDE",NA,1,31,31,"FEMALE"
