"site","transect","observer","common.name","species","size_class","year","Count","area","zone","vis_m"
"Tatoosh Island",1,"Jameal Samhouri",NA,"SEMA","small",2017,0,NA,10,5
"Tatoosh Island",1,"Jameal Samhouri",NA,"SEMA","large",2017,0,NA,10,5
"Tatoosh Island",1,"Nick Tolimieri",NA,"SEMA","small",2017,0,NA,5,7.6
"Tatoosh Island",1,"Nick Tolimieri",NA,"SEMA","large",2017,0,NA,5,7.6
"Tatoosh Island",2,"Jameal Samhouri",NA,"SEMA","small",2017,0,NA,10,5
"Tatoosh Island",2,"Jameal Samhouri",NA,"SEMA","large",2017,0,NA,10,5
"Tatoosh Island",2,"Nick Tolimieri",NA,"SEMA","small",2017,0,NA,5,9.1
"Tatoosh Island",2,"Nick Tolimieri",NA,"SEMA","large",2017,0,NA,5,9.1
"Tatoosh Island",3,"Jameal Samhouri",NA,"SEMA","small",2017,0,NA,10,5.5
"Tatoosh Island",3,"Jameal Samhouri",NA,"SEMA","large",2017,0,NA,10,5.5
"Tatoosh Island",3,"Nick Tolimieri",NA,"SEMA","small",2017,0,NA,5,8.3
"Tatoosh Island",3,"Nick Tolimieri",NA,"SEMA","large",2017,0,NA,5,8.3
"Cape Alava",1,"Joe Mangiafico",NA,"SEMA","small",2018,0,"E",5,4.5
"Cape Alava",1,"Joe Mangiafico",NA,"SEMA","large",2018,0,"E",5,4.5
"Cape Alava",1,"Joe Mangiafico",NA,"SEMA","small",2018,0,"E",10,6
"Cape Alava",1,"Joe Mangiafico",NA,"SEMA","large",2018,0,"E",10,6
"Cape Alava",2,"Joe Mangiafico",NA,"SEMA","small",2018,0,"E",5,4.5
"Cape Alava",2,"Joe Mangiafico",NA,"SEMA","large",2018,0,"E",5,4.5
"Cape Alava",2,"Joe Mangiafico",NA,"SEMA","small",2018,0,"E",10,6
"Cape Alava",2,"Joe Mangiafico",NA,"SEMA","large",2018,0,"E",10,6
"Cape Alava",3,"Joe Mangiafico",NA,"SEMA","small",2018,0,"E",5,5
"Cape Alava",3,"Joe Mangiafico",NA,"SEMA","large",2018,0,"E",5,5
"Cape Alava",3,"Joe Mangiafico",NA,"SEMA","small",2018,0,"E",10,6
"Cape Alava",3,"Joe Mangiafico",NA,"SEMA","large",2018,0,"E",10,6
"Cape Alava",4,"Joe Mangiafico",NA,"SEMA","small",2018,0,"E",5,5
"Cape Alava",4,"Joe Mangiafico",NA,"SEMA","large",2018,0,"E",5,5
"Cape Alava",4,"Joe Mangiafico",NA,"SEMA","small",2018,0,"E",10,6
"Cape Alava",4,"Joe Mangiafico",NA,"SEMA","large",2018,0,"E",10,6
"Cape Alava",1,"Jameal Samhouri",NA,"SEMA","small",2018,0,"W",10,4.2
"Cape Alava",1,"Jameal Samhouri",NA,"SEMA","large",2018,0,"W",10,4.2
"Cape Alava",1,"Joe Mangiafico",NA,"SEMA","small",2018,0,"W",5,4.6
"Cape Alava",1,"Joe Mangiafico",NA,"SEMA","large",2018,0,"W",5,4.6
"Cape Alava",2,"Jameal Samhouri",NA,"SEMA","small",2018,0,"W",10,5
"Cape Alava",2,"Jameal Samhouri",NA,"SEMA","large",2018,0,"W",10,5
"Cape Alava",2,"Joe Mangiafico",NA,"SEMA","small",2018,0,"W",5,4.6
"Cape Alava",2,"Joe Mangiafico",NA,"SEMA","large",2018,0,"W",5,4.6
"Cape Alava",3,"Jameal Samhouri",NA,"SEMA","small",2018,0,"W",10,5
"Cape Alava",3,"Jameal Samhouri",NA,"SEMA","large",2018,0,"W",10,5
"Cape Alava",3,"Joe Mangiafico",NA,"SEMA","small",2018,0,"W",5,4.6
"Cape Alava",3,"Joe Mangiafico",NA,"SEMA","large",2018,0,"W",5,4.6
"Cape Alava",4,"Jameal Samhouri",NA,"SEMA","small",2018,0,"W",10,5
"Cape Alava",4,"Jameal Samhouri",NA,"SEMA","large",2018,0,"W",10,5
"Cape Alava",4,"Joe Mangiafico",NA,"SEMA","small",2018,0,"W",5,4.6
"Cape Alava",4,"Joe Mangiafico",NA,"SEMA","large",2018,0,"W",5,4.6
"Cape Johnson",1,"Greg Williams",NA,"SEMA","small",2018,0,"N",5,3.5
"Cape Johnson",1,"Greg Williams",NA,"SEMA","large",2018,0,"N",5,3.5
"Cape Johnson",1,"Jameal Samhouri",NA,"SEMA","small",2018,0,"N",10,2.3
"Cape Johnson",1,"Jameal Samhouri",NA,"SEMA","large",2018,0,"N",10,2.3
"Cape Johnson",2,"Greg Williams",NA,"SEMA","small",2018,0,"N",5,3
"Cape Johnson",2,"Greg Williams",NA,"SEMA","large",2018,0,"N",5,3
"Cape Johnson",2,"Jameal Samhouri",NA,"SEMA","small",2018,0,"N",10,2.7
"Cape Johnson",2,"Jameal Samhouri",NA,"SEMA","large",2018,0,"N",10,2.7
"Cape Johnson",3,"Greg Williams",NA,"SEMA","small",2018,0,"N",5,2.5
"Cape Johnson",3,"Greg Williams",NA,"SEMA","large",2018,0,"N",5,2.5
"Cape Johnson",3,"Jameal Samhouri",NA,"SEMA","small",2018,0,"N",10,2.8
"Cape Johnson",3,"Jameal Samhouri",NA,"SEMA","large",2018,0,"N",10,2.8
"Cape Johnson",4,"Greg Williams",NA,"SEMA","small",2018,0,"N",5,2
"Cape Johnson",4,"Greg Williams",NA,"SEMA","large",2018,0,"N",5,2
"Cape Johnson",1,"Kelly Andrews",NA,"SEMA","small",2018,0,"S",5,1.9
"Cape Johnson",1,"Kelly Andrews",NA,"SEMA","large",2018,0,"S",5,1.9
"Cape Johnson",1,"Kelly Andrews",NA,"SEMA","small",2018,0,"S",10,1.9
"Cape Johnson",1,"Kelly Andrews",NA,"SEMA","large",2018,0,"S",10,1.9
"Cape Johnson",2,"Kelly Andrews",NA,"SEMA","small",2018,0,"S",5,1.9
"Cape Johnson",2,"Kelly Andrews",NA,"SEMA","large",2018,0,"S",5,1.9
"Cape Johnson",2,"Kelly Andrews",NA,"SEMA","small",2018,0,"S",10,1.9
"Cape Johnson",2,"Kelly Andrews",NA,"SEMA","large",2018,0,"S",10,1.9
"Cape Johnson",3,"Kelly Andrews",NA,"SEMA","small",2018,0,"S",5,1.9
"Cape Johnson",3,"Kelly Andrews",NA,"SEMA","large",2018,0,"S",5,1.9
"Cape Johnson",3,"Kelly Andrews",NA,"SEMA","small",2018,0,"S",10,1.9
"Cape Johnson",3,"Kelly Andrews",NA,"SEMA","large",2018,0,"S",10,1.9
"Cape Johnson",4,"Kelly Andrews",NA,"SEMA","small",2018,0,"S",5,1.9
"Cape Johnson",4,"Kelly Andrews",NA,"SEMA","large",2018,0,"S",5,1.9
"Cape Johnson",4,"Kelly Andrews",NA,"SEMA","small",2018,0,"S",10,1.9
"Cape Johnson",4,"Kelly Andrews",NA,"SEMA","large",2018,0,"S",10,1.9
"Destruction Island",1,"Gary Longo",NA,"SEMA","small",2018,0,"N",5,1.1
"Destruction Island",1,"Gary Longo",NA,"SEMA","large",2018,0,"N",5,1.1
"Destruction Island",1,"Greg Williams",NA,"SEMA","small",2018,0,"N",10,1.6
"Destruction Island",1,"Greg Williams",NA,"SEMA","large",2018,0,"N",10,1.6
"Destruction Island",2,"Gary Longo",NA,"SEMA","small",2018,0,"N",5,1
"Destruction Island",2,"Gary Longo",NA,"SEMA","large",2018,0,"N",5,1
"Destruction Island",2,"Greg Williams",NA,"SEMA","small",2018,0,"N",10,1.7
"Destruction Island",2,"Greg Williams",NA,"SEMA","large",2018,0,"N",10,1.7
"Destruction Island",3,"Gary Longo",NA,"SEMA","small",2018,0,"N",5,1.1
"Destruction Island",3,"Gary Longo",NA,"SEMA","large",2018,0,"N",5,1.1
"Destruction Island",3,"Greg Williams",NA,"SEMA","small",2018,0,"N",10,1.8
"Destruction Island",3,"Greg Williams",NA,"SEMA","large",2018,0,"N",10,1.8
"Destruction Island",4,"Gary Longo",NA,"SEMA","small",2018,0,"N",5,1
"Destruction Island",4,"Gary Longo",NA,"SEMA","large",2018,0,"N",5,1
"Destruction Island",1,"Gary Longo",NA,"SEMA","small",2018,0,"S",10,1.6
"Destruction Island",1,"Gary Longo",NA,"SEMA","large",2018,0,"S",10,1.6
"Destruction Island",1,"Greg Williams",NA,"SEMA","small",2018,0,"S",5,1.2
"Destruction Island",1,"Greg Williams",NA,"SEMA","large",2018,0,"S",5,1.2
"Destruction Island",2,"Gary Longo",NA,"SEMA","small",2018,0,"S",10,1.6
"Destruction Island",2,"Gary Longo",NA,"SEMA","large",2018,0,"S",10,1.6
"Destruction Island",2,"Greg Williams",NA,"SEMA","small",2018,0,"S",5,1.5
"Destruction Island",2,"Greg Williams",NA,"SEMA","large",2018,0,"S",5,1.5
"Destruction Island",3,"Gary Longo",NA,"SEMA","small",2018,0,"S",10,1.5
"Destruction Island",3,"Gary Longo",NA,"SEMA","large",2018,0,"S",10,1.5
"Destruction Island",3,"Greg Williams",NA,"SEMA","small",2018,0,"S",5,1.6
"Destruction Island",3,"Greg Williams",NA,"SEMA","large",2018,0,"S",5,1.6
"Destruction Island",4,"Gary Longo",NA,"SEMA","small",2018,0,"S",10,1.3
"Destruction Island",4,"Gary Longo",NA,"SEMA","large",2018,0,"S",10,1.3
"Destruction Island",4,"Greg Williams",NA,"SEMA","small",2018,0,"S",5,1.6
"Destruction Island",4,"Greg Williams",NA,"SEMA","large",2018,0,"S",5,1.6
"Neah Bay",1,"Joe Mangiafico",NA,"SEMA","small",2018,0,"N",5,7
"Neah Bay",1,"Joe Mangiafico",NA,"SEMA","large",2018,0,"N",5,7
"Neah Bay",1,"Steve Lonhart",NA,"SEMA","small",2018,0,"N",10,5
"Neah Bay",1,"Steve Lonhart",NA,"SEMA","large",2018,0,"N",10,5
"Neah Bay",2,"Joe Mangiafico",NA,"SEMA","small",2018,0,"N",5,7
"Neah Bay",2,"Joe Mangiafico",NA,"SEMA","large",2018,0,"N",5,7
"Neah Bay",2,"Steve Lonhart",NA,"SEMA","small",2018,0,"N",10,5
"Neah Bay",2,"Steve Lonhart",NA,"SEMA","large",2018,0,"N",10,5
"Neah Bay",3,"Joe Mangiafico",NA,"SEMA","small",2018,0,"N",5,7
"Neah Bay",3,"Joe Mangiafico",NA,"SEMA","large",2018,0,"N",5,7
"Neah Bay",3,"Steve Lonhart",NA,"SEMA","small",2018,0,"N",10,7
"Neah Bay",3,"Steve Lonhart",NA,"SEMA","large",2018,0,"N",10,7
"Neah Bay",4,"Joe Mangiafico",NA,"SEMA","small",2018,0,"N",5,6
"Neah Bay",4,"Joe Mangiafico",NA,"SEMA","large",2018,0,"N",5,6
"Neah Bay",4,"Steve Lonhart",NA,"SEMA","small",2018,0,"N",10,7
"Neah Bay",4,"Steve Lonhart",NA,"SEMA","large",2018,0,"N",10,7
"Neah Bay",1,"Joe Mangiafico",NA,"SEMA","small",2018,0,"S",5,4
"Neah Bay",1,"Joe Mangiafico",NA,"SEMA","large",2018,0,"S",5,4
"Neah Bay",1,"Joe Mangiafico",NA,"SEMA","small",2018,0,"S",10,4
"Neah Bay",1,"Joe Mangiafico",NA,"SEMA","large",2018,0,"S",10,4
"Neah Bay",2,"Joe Mangiafico",NA,"SEMA","small",2018,0,"S",5,4
"Neah Bay",2,"Joe Mangiafico",NA,"SEMA","large",2018,0,"S",5,4
"Neah Bay",2,"Joe Mangiafico",NA,"SEMA","small",2018,0,"S",10,4
"Neah Bay",2,"Joe Mangiafico",NA,"SEMA","large",2018,0,"S",10,4
"Neah Bay",3,"Joe Mangiafico",NA,"SEMA","small",2018,0,"S",5,4
"Neah Bay",3,"Joe Mangiafico",NA,"SEMA","large",2018,0,"S",5,4
"Neah Bay",3,"Joe Mangiafico",NA,"SEMA","small",2018,0,"S",10,4
"Neah Bay",3,"Joe Mangiafico",NA,"SEMA","large",2018,0,"S",10,4
"Neah Bay",4,"Joe Mangiafico",NA,"SEMA","small",2018,0,"S",10,4
"Neah Bay",4,"Joe Mangiafico",NA,"SEMA","large",2018,0,"S",10,4
"Tatoosh Island",1,"Joe Mangiafico",NA,"SEMA","small",2018,0,"N",5,7
"Tatoosh Island",1,"Joe Mangiafico",NA,"SEMA","large",2018,0,"N",5,7
"Tatoosh Island",1,"Joe Mangiafico",NA,"SEMA","small",2018,0,"N",10,9.3
"Tatoosh Island",1,"Joe Mangiafico",NA,"SEMA","large",2018,0,"N",10,9.3
"Tatoosh Island",2,"Joe Mangiafico",NA,"SEMA","small",2018,0,"N",5,7
"Tatoosh Island",2,"Joe Mangiafico",NA,"SEMA","large",2018,0,"N",5,7
"Tatoosh Island",2,"Joe Mangiafico",NA,"SEMA","small",2018,0,"N",10,8
"Tatoosh Island",2,"Joe Mangiafico",NA,"SEMA","large",2018,0,"N",10,8
"Tatoosh Island",3,"Joe Mangiafico",NA,"SEMA","small",2018,0,"N",5,5
"Tatoosh Island",3,"Joe Mangiafico",NA,"SEMA","large",2018,0,"N",5,5
"Tatoosh Island",3,"Joe Mangiafico",NA,"SEMA","small",2018,0,"N",10,10
"Tatoosh Island",3,"Joe Mangiafico",NA,"SEMA","large",2018,0,"N",10,10
"Tatoosh Island",4,"Joe Mangiafico",NA,"SEMA","small",2018,0,"N",5,5
"Tatoosh Island",4,"Joe Mangiafico",NA,"SEMA","large",2018,0,"N",5,5
"Tatoosh Island",4,"Joe Mangiafico",NA,"SEMA","small",2018,0,"N",10,10
"Tatoosh Island",4,"Joe Mangiafico",NA,"SEMA","large",2018,0,"N",10,10
"Tatoosh Island",1,"Gary Longo",NA,"SEMA","small",2018,0,"S",10,7
"Tatoosh Island",1,"Gary Longo",NA,"SEMA","large",2018,0,"S",10,7
"Tatoosh Island",1,"Jameal Samhouri",NA,"SEMA","small",2018,0,"S",5,6.5
"Tatoosh Island",1,"Jameal Samhouri",NA,"SEMA","large",2018,0,"S",5,6.5
"Tatoosh Island",2,"Gary Longo",NA,"SEMA","small",2018,0,"S",10,7
"Tatoosh Island",2,"Gary Longo",NA,"SEMA","large",2018,0,"S",10,7
"Tatoosh Island",2,"Jameal Samhouri",NA,"SEMA","small",2018,0,"S",5,5.2
"Tatoosh Island",2,"Jameal Samhouri",NA,"SEMA","large",2018,0,"S",5,5.2
"Tatoosh Island",3,"Gary Longo",NA,"SEMA","small",2018,0,"S",10,7
"Tatoosh Island",3,"Gary Longo",NA,"SEMA","large",2018,0,"S",10,7
"Tatoosh Island",3,"Jameal Samhouri",NA,"SEMA","small",2018,0,"S",5,3.5
"Tatoosh Island",3,"Jameal Samhouri",NA,"SEMA","large",2018,0,"S",5,3.5
"Tatoosh Island",4,"Jameal Samhouri",NA,"SEMA","small",2018,0,"S",5,6.2
"Tatoosh Island",4,"Jameal Samhouri",NA,"SEMA","large",2018,0,"S",5,6.2
"Cape Alava",1,"Genoa Sullaway",NA,"SEMA","small",2019,0,"E",5,3.8
"Cape Alava",1,"Genoa Sullaway",NA,"SEMA","large",2019,0,"E",5,3.8
"Cape Alava",1,"Steve Lonhart",NA,"SEMA","small",2019,0,"E",10,2.8
"Cape Alava",1,"Steve Lonhart",NA,"SEMA","large",2019,0,"E",10,2.8
"Cape Alava",2,"Genoa Sullaway",NA,"SEMA","small",2019,0,"E",5,3.6
"Cape Alava",2,"Genoa Sullaway",NA,"SEMA","large",2019,0,"E",5,3.6
"Cape Alava",2,"Steve Lonhart",NA,"SEMA","small",2019,0,"E",10,3
"Cape Alava",2,"Steve Lonhart",NA,"SEMA","large",2019,0,"E",10,3
"Cape Alava",3,"Genoa Sullaway",NA,"SEMA","small",2019,0,"E",5,3.7
"Cape Alava",3,"Genoa Sullaway",NA,"SEMA","large",2019,0,"E",5,3.7
"Cape Alava",3,"Steve Lonhart",NA,"SEMA","small",2019,0,"E",10,3
"Cape Alava",3,"Steve Lonhart",NA,"SEMA","large",2019,0,"E",10,3
"Cape Alava",4,"Genoa Sullaway",NA,"SEMA","small",2019,0,"E",5,3.6
"Cape Alava",4,"Genoa Sullaway",NA,"SEMA","large",2019,0,"E",5,3.6
"Cape Alava",4,"Steve Lonhart",NA,"SEMA","small",2019,0,"E",10,3
"Cape Alava",4,"Steve Lonhart",NA,"SEMA","large",2019,0,"E",10,3
"Cape Alava",1,"Gary Longo",NA,"SEMA","small",2019,0,"W",5,2.7
"Cape Alava",1,"Gary Longo",NA,"SEMA","large",2019,0,"W",5,2.7
"Cape Alava",1,"Genoa Sullaway",NA,"SEMA","small",2019,0,"W",10,3.3
"Cape Alava",1,"Genoa Sullaway",NA,"SEMA","large",2019,0,"W",10,3.3
"Cape Alava",2,"Gary Longo",NA,"SEMA","small",2019,0,"W",5,2.3
"Cape Alava",2,"Gary Longo",NA,"SEMA","large",2019,0,"W",5,2.3
"Cape Alava",2,"Genoa Sullaway",NA,"SEMA","small",2019,0,"W",10,3.2
"Cape Alava",2,"Genoa Sullaway",NA,"SEMA","large",2019,0,"W",10,3.2
"Cape Alava",3,"Gary Longo",NA,"SEMA","small",2019,0,"W",5,2.2
"Cape Alava",3,"Gary Longo",NA,"SEMA","large",2019,0,"W",5,2.2
"Cape Alava",3,"Genoa Sullaway",NA,"SEMA","small",2019,0,"W",10,5.8
"Cape Alava",3,"Genoa Sullaway",NA,"SEMA","large",2019,0,"W",10,5.8
"Cape Alava",4,"Gary Longo",NA,"SEMA","small",2019,0,"W",5,2.9
"Cape Alava",4,"Gary Longo",NA,"SEMA","large",2019,0,"W",5,2.9
"Cape Alava",4,"Genoa Sullaway",NA,"SEMA","small",2019,0,"W",10,5.7
"Cape Alava",4,"Genoa Sullaway",NA,"SEMA","large",2019,0,"W",10,5.7
"Cape Johnson",1,"Gary Longo",NA,"SEMA","small",2019,0,"N",10,3.7
"Cape Johnson",1,"Gary Longo",NA,"SEMA","large",2019,0,"N",10,3.7
"Cape Johnson",1,"Steve Lonhart",NA,"SEMA","small",2019,0,"N",5,2.2
"Cape Johnson",1,"Steve Lonhart",NA,"SEMA","large",2019,0,"N",5,2.2
"Cape Johnson",2,"Gary Longo",NA,"SEMA","small",2019,0,"N",10,3.5
"Cape Johnson",2,"Gary Longo",NA,"SEMA","large",2019,0,"N",10,3.5
"Cape Johnson",2,"Steve Lonhart",NA,"SEMA","small",2019,0,"N",5,2.5
"Cape Johnson",2,"Steve Lonhart",NA,"SEMA","large",2019,0,"N",5,2.5
"Cape Johnson",3,"Gary Longo",NA,"SEMA","small",2019,0,"N",10,2.9
"Cape Johnson",3,"Gary Longo",NA,"SEMA","large",2019,0,"N",10,2.9
"Cape Johnson",3,"Steve Lonhart",NA,"SEMA","small",2019,0,"N",5,2.7
"Cape Johnson",3,"Steve Lonhart",NA,"SEMA","large",2019,0,"N",5,2.7
"Cape Johnson",4,"Steve Lonhart",NA,"SEMA","small",2019,0,"N",5,2.2
"Cape Johnson",4,"Steve Lonhart",NA,"SEMA","large",2019,0,"N",5,2.2
"Cape Johnson",1,"Steve Lonhart",NA,"SEMA","small",2019,0,"S",5,3
"Cape Johnson",1,"Steve Lonhart",NA,"SEMA","large",2019,0,"S",5,3
"Cape Johnson",1,"Steve Lonhart",NA,"SEMA","small",2019,0,"S",10,4.1
"Cape Johnson",1,"Steve Lonhart",NA,"SEMA","large",2019,0,"S",10,4.1
"Cape Johnson",2,"Steve Lonhart",NA,"SEMA","small",2019,0,"S",5,3
"Cape Johnson",2,"Steve Lonhart",NA,"SEMA","large",2019,0,"S",5,3
"Cape Johnson",2,"Steve Lonhart",NA,"SEMA","small",2019,0,"S",10,4
"Cape Johnson",2,"Steve Lonhart",NA,"SEMA","large",2019,0,"S",10,4
"Cape Johnson",3,"Steve Lonhart",NA,"SEMA","small",2019,0,"S",5,3.2
"Cape Johnson",3,"Steve Lonhart",NA,"SEMA","large",2019,0,"S",5,3.2
"Cape Johnson",3,"Steve Lonhart",NA,"SEMA","small",2019,0,"S",10,4
"Cape Johnson",3,"Steve Lonhart",NA,"SEMA","large",2019,0,"S",10,4
"Cape Johnson",4,"Steve Lonhart",NA,"SEMA","small",2019,0,"S",5,3.3
"Cape Johnson",4,"Steve Lonhart",NA,"SEMA","large",2019,0,"S",5,3.3
"Cape Johnson",4,"Steve Lonhart",NA,"SEMA","small",2019,0,"S",10,3
"Cape Johnson",4,"Steve Lonhart",NA,"SEMA","large",2019,0,"S",10,3
"Destruction Island",1,"Jameal Samhouri",NA,"SEMA","small",2019,0,"N",5,4.6
"Destruction Island",1,"Jameal Samhouri",NA,"SEMA","large",2019,0,"N",5,4.6
"Destruction Island",1,"Nick Tolimieri",NA,"SEMA","small",2019,0,"N",10,4
"Destruction Island",1,"Nick Tolimieri",NA,"SEMA","large",2019,0,"N",10,4
"Destruction Island",2,"Jameal Samhouri",NA,"SEMA","small",2019,0,"N",5,4
"Destruction Island",2,"Jameal Samhouri",NA,"SEMA","large",2019,0,"N",5,4
"Destruction Island",2,"Nick Tolimieri",NA,"SEMA","small",2019,0,"N",10,4.5
"Destruction Island",2,"Nick Tolimieri",NA,"SEMA","large",2019,0,"N",10,4.5
"Destruction Island",3,"Jameal Samhouri",NA,"SEMA","small",2019,0,"N",5,3.8
"Destruction Island",3,"Jameal Samhouri",NA,"SEMA","large",2019,0,"N",5,3.8
"Destruction Island",3,"Nick Tolimieri",NA,"SEMA","small",2019,0,"N",10,3.8
"Destruction Island",3,"Nick Tolimieri",NA,"SEMA","large",2019,0,"N",10,3.8
"Destruction Island",4,"Jameal Samhouri",NA,"SEMA","small",2019,0,"N",5,4.5
"Destruction Island",4,"Jameal Samhouri",NA,"SEMA","large",2019,0,"N",5,4.5
"Destruction Island",4,"Nick Tolimieri",NA,"SEMA","small",2019,0,"N",10,3.8
"Destruction Island",4,"Nick Tolimieri",NA,"SEMA","large",2019,0,"N",10,3.8
"Destruction Island",1,"Jameal Samhouri",NA,"SEMA","small",2019,0,"S",5,2.7
"Destruction Island",1,"Jameal Samhouri",NA,"SEMA","large",2019,0,"S",5,2.7
"Destruction Island",1,"Jameal Samhouri",NA,"SEMA","small",2019,0,"S",10,4.1
"Destruction Island",1,"Jameal Samhouri",NA,"SEMA","large",2019,0,"S",10,4.1
"Destruction Island",2,"Jameal Samhouri",NA,"SEMA","small",2019,0,"S",5,2
"Destruction Island",2,"Jameal Samhouri",NA,"SEMA","large",2019,0,"S",5,2
"Destruction Island",2,"Jameal Samhouri",NA,"SEMA","small",2019,0,"S",10,4.2
"Destruction Island",2,"Jameal Samhouri",NA,"SEMA","large",2019,0,"S",10,4.2
"Destruction Island",3,"Jameal Samhouri",NA,"SEMA","small",2019,0,"S",5,3.8
"Destruction Island",3,"Jameal Samhouri",NA,"SEMA","large",2019,0,"S",5,3.8
"Destruction Island",3,"Jameal Samhouri",NA,"SEMA","small",2019,0,"S",10,4.9
"Destruction Island",3,"Jameal Samhouri",NA,"SEMA","large",2019,0,"S",10,4.9
"Destruction Island",4,"Jameal Samhouri",NA,"SEMA","small",2019,0,"S",5,3.6
"Destruction Island",4,"Jameal Samhouri",NA,"SEMA","large",2019,0,"S",5,3.6
"Destruction Island",4,"Jameal Samhouri",NA,"SEMA","small",2019,0,"S",10,3.6
"Destruction Island",4,"Jameal Samhouri",NA,"SEMA","large",2019,0,"S",10,3.6
"Neah Bay",1,"Greg Williams",NA,"SEMA","small",2019,0,"N",10,3.5
"Neah Bay",1,"Greg Williams",NA,"SEMA","large",2019,0,"N",10,3.5
"Neah Bay",1,"Jameal Samhouri",NA,"SEMA","small",2019,0,"N",5,4
"Neah Bay",1,"Jameal Samhouri",NA,"SEMA","large",2019,0,"N",5,4
"Neah Bay",2,"Greg Williams",NA,"SEMA","small",2019,0,"N",10,3.5
"Neah Bay",2,"Greg Williams",NA,"SEMA","large",2019,0,"N",10,3.5
"Neah Bay",2,"Jameal Samhouri",NA,"SEMA","small",2019,0,"N",5,4
"Neah Bay",2,"Jameal Samhouri",NA,"SEMA","large",2019,0,"N",5,4
"Neah Bay",3,"Greg Williams",NA,"SEMA","small",2019,0,"N",10,3.5
"Neah Bay",3,"Greg Williams",NA,"SEMA","large",2019,1,"N",10,3.5
"Neah Bay",3,"Jameal Samhouri",NA,"SEMA","small",2019,0,"N",5,4.3
"Neah Bay",3,"Jameal Samhouri",NA,"SEMA","large",2019,0,"N",5,4.3
"Neah Bay",4,"Greg Williams",NA,"SEMA","small",2019,0,"N",10,3.5
"Neah Bay",4,"Greg Williams",NA,"SEMA","large",2019,0,"N",10,3.5
"Neah Bay",1,"Nick Tolimieri",NA,"SEMA","small",2019,0,"S",5,5.5
"Neah Bay",1,"Nick Tolimieri",NA,"SEMA","large",2019,0,"S",5,5.5
"Neah Bay",1,"Nick Tolimieri",NA,"SEMA","small",2019,0,"S",10,4
"Neah Bay",1,"Nick Tolimieri",NA,"SEMA","large",2019,0,"S",10,4
"Neah Bay",2,"Nick Tolimieri",NA,"SEMA","small",2019,0,"S",5,3.8
"Neah Bay",2,"Nick Tolimieri",NA,"SEMA","large",2019,0,"S",5,3.8
"Neah Bay",2,"Nick Tolimieri",NA,"SEMA","small",2019,0,"S",10,5.6
"Neah Bay",2,"Nick Tolimieri",NA,"SEMA","large",2019,0,"S",10,5.6
"Neah Bay",3,"Nick Tolimieri",NA,"SEMA","small",2019,0,"S",5,4.9
"Neah Bay",3,"Nick Tolimieri",NA,"SEMA","large",2019,0,"S",5,4.9
"Neah Bay",3,"Nick Tolimieri",NA,"SEMA","small",2019,0,"S",10,6.2
"Neah Bay",3,"Nick Tolimieri",NA,"SEMA","large",2019,0,"S",10,6.2
"Neah Bay",4,"Nick Tolimieri",NA,"SEMA","small",2019,0,"S",5,4.8
"Neah Bay",4,"Nick Tolimieri",NA,"SEMA","large",2019,0,"S",5,4.8
"Neah Bay",4,"Nick Tolimieri",NA,"SEMA","small",2019,0,"S",10,5.6
"Neah Bay",4,"Nick Tolimieri",NA,"SEMA","large",2019,0,"S",10,5.6
"Tatoosh Island",1,"Greg Williams",NA,"SEMA","small",2019,0,"N",10,4.5
"Tatoosh Island",1,"Greg Williams",NA,"SEMA","large",2019,0,"N",10,4.5
"Tatoosh Island",1,"Steve Lonhart",NA,"SEMA","small",2019,0,"N",5,4
"Tatoosh Island",1,"Steve Lonhart",NA,"SEMA","large",2019,0,"N",5,4
"Tatoosh Island",2,"Greg Williams",NA,"SEMA","small",2019,0,"N",10,4.5
"Tatoosh Island",2,"Greg Williams",NA,"SEMA","large",2019,0,"N",10,4.5
"Tatoosh Island",2,"Steve Lonhart",NA,"SEMA","small",2019,0,"N",5,4
"Tatoosh Island",2,"Steve Lonhart",NA,"SEMA","large",2019,0,"N",5,4
"Tatoosh Island",3,"Greg Williams",NA,"SEMA","small",2019,0,"N",10,3.5
"Tatoosh Island",3,"Greg Williams",NA,"SEMA","large",2019,0,"N",10,3.5
"Tatoosh Island",3,"Steve Lonhart",NA,"SEMA","small",2019,0,"N",5,4
"Tatoosh Island",3,"Steve Lonhart",NA,"SEMA","large",2019,0,"N",5,4
"Tatoosh Island",4,"Steve Lonhart",NA,"SEMA","small",2019,0,"N",5,4
"Tatoosh Island",4,"Steve Lonhart",NA,"SEMA","large",2019,0,"N",5,4
"Tatoosh Island",1,"Greg Williams",NA,"SEMA","small",2019,0,"S",5,4
"Tatoosh Island",1,"Greg Williams",NA,"SEMA","large",2019,0,"S",5,4
"Tatoosh Island",1,"Kelly Andrews",NA,"SEMA","small",2019,0,"S",10,4
"Tatoosh Island",1,"Kelly Andrews",NA,"SEMA","large",2019,0,"S",10,4
"Tatoosh Island",2,"Greg Williams",NA,"SEMA","small",2019,0,"S",5,3
"Tatoosh Island",2,"Greg Williams",NA,"SEMA","large",2019,0,"S",5,3
"Tatoosh Island",2,"Kelly Andrews",NA,"SEMA","small",2019,1,"S",10,4
"Tatoosh Island",2,"Kelly Andrews",NA,"SEMA","large",2019,0,"S",10,4
"Tatoosh Island",3,"Greg Williams",NA,"SEMA","small",2019,0,"S",5,4
